HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
Preußen Münster,FC Kickers Würzburg,1,0,2018-01-26T19:00:00,h
Karlsruher SC,Werder Bremen II,1,0,2018-01-27T14:00:00,h
FC Hansa Rostock,FC Rot-Weiss Erfurt,3,1,2018-01-27T14:00:00,h
SC Paderborn 07,Sportfreunde Lotte,5,0,2018-01-27T14:00:00,h
VfR Aalen,Chemnitzer FC,3,2,2018-01-27T14:00:00,d
VfL Osnabrück,Fortuna Köln,2,2,2018-01-27T14:00:00,d
SpVgg Unterhaching,SV Wehen Wiesbaden,0,1,2018-01-27T14:00:00,a
1. FC Magdeburg,SV Meppen,0,0,2018-01-27T14:00:00,d
FC Carl Zeiss Jena,Hallescher FC,2,1,2018-01-28T14:00:00,d
Sportfreunde Lotte,VfR Aalen,2,0,2018-02-02T19:00:00,h
SV Wehen Wiesbaden,Karlsruher SC,1,1,2018-02-02T19:00:00,a
Hallescher FC,VfL Osnabrück,1,0,2018-02-03T14:00:00,d
Chemnitzer FC,FC Carl Zeiss Jena,1,0,2018-02-03T14:00:00,d
SG Sonnenhof Großaspach,SC Paderborn 07,1,1,2018-02-03T14:00:00,a
SV Meppen,FC Hansa Rostock,0,2,2018-02-03T14:00:00,a
FC Kickers Würzburg,1. FC Magdeburg,1,0,2018-02-03T14:00:00,h
Werder Bremen II,Preußen Münster,2,4,2018-02-03T14:00:00,h
Fortuna Köln,SpVgg Unterhaching,0,0,2018-02-03T14:00:00,d
FC Rot-Weiss Erfurt,FSV Zwickau,0,3,2018-02-04T14:00:00,a
SC Paderborn 07,FC Rot-Weiss Erfurt,0,1,2018-02-09T19:00:00,d
VfL Osnabrück,Chemnitzer FC,6,1,2018-02-09T19:00:00,h
VfR Aalen,SG Sonnenhof Großaspach,4,1,2018-02-10T14:00:00,h
FC Carl Zeiss Jena,Sportfreunde Lotte,2,2,2018-02-10T14:00:00,d
Karlsruher SC,Fortuna Köln,1,0,2018-02-10T14:00:00,h
1. FC Magdeburg,Preußen Münster,3,1,2018-02-10T14:00:00,h
FC Hansa Rostock,FC Kickers Würzburg,3,1,2018-02-10T14:00:00,h
FSV Zwickau,SV Meppen,0,1,2018-02-10T14:00:00,a
SV Wehen Wiesbaden,Werder Bremen II,2,2,2018-02-11T14:00:00,a
SpVgg Unterhaching,Hallescher FC,1,1,2018-02-11T14:00:00,a
Preußen Münster,FC Hansa Rostock,2,0,2018-02-16T19:00:00,h
SG Sonnenhof Großaspach,FC Carl Zeiss Jena,0,0,2018-02-17T14:00:00,d
FC Kickers Würzburg,FSV Zwickau,1,1,2018-02-17T14:00:00,a
Werder Bremen II,1. FC Magdeburg,1,3,2018-02-17T14:00:00,d
Fortuna Köln,SV Wehen Wiesbaden,1,0,2018-02-17T14:00:00,d
Hallescher FC,Karlsruher SC,0,1,2018-02-17T14:00:00,d
Chemnitzer FC,SpVgg Unterhaching,2,1,2018-02-17T14:00:00,d
Sportfreunde Lotte,VfL Osnabrück,2,3,2018-02-18T14:00:00,a
FC Rot-Weiss Erfurt,VfR Aalen,0,1,2018-02-18T14:00:00,a
SV Meppen,SC Paderborn 07,0,0,2018-03-27T19:00:00,d
Fortuna Köln,Werder Bremen II,2,1,2018-02-23T19:00:00,h
VfL Osnabrück,SG Sonnenhof Großaspach,2,1,2018-02-24T14:00:00,d
SpVgg Unterhaching,Sportfreunde Lotte,3,0,2018-02-24T14:00:00,h
SV Wehen Wiesbaden,Hallescher FC,3,1,2018-02-24T14:00:00,d
FC Hansa Rostock,1. FC Magdeburg,1,0,2018-02-24T14:00:00,h
FSV Zwickau,Preußen Münster,1,0,2018-02-24T14:00:00,h
SC Paderborn 07,FC Kickers Würzburg,0,0,2018-02-24T14:00:00,d
VfR Aalen,SV Meppen,1,1,2018-02-24T14:00:00,d
FC Carl Zeiss Jena,FC Rot-Weiss Erfurt,1,0,2018-02-25T14:00:00,d
Karlsruher SC,Chemnitzer FC,2,0,2018-02-25T14:00:00,d
Werder Bremen II,FC Hansa Rostock,1,1,2018-03-02T19:00:00,a
Sportfreunde Lotte,Karlsruher SC,1,1,2018-03-02T19:00:00,d
FC Kickers Würzburg,VfR Aalen,2,2,2018-03-03T14:00:00,a
Preußen Münster,SC Paderborn 07,1,1,2018-03-03T14:00:00,h
SG Sonnenhof Großaspach,SpVgg Unterhaching,1,2,2018-03-03T14:00:00,a
Hallescher FC,Fortuna Köln,0,3,2018-03-04T14:00:00,a
Chemnitzer FC,SV Wehen Wiesbaden,1,4,2018-03-27T19:00:00,h
FC Rot-Weiss Erfurt,VfL Osnabrück,4,4,2018-03-28T19:00:00,a
1. FC Magdeburg,FSV Zwickau,2,2,2018-03-28T19:00:00,d
SV Meppen,FC Carl Zeiss Jena,2,1,2018-04-04T19:00:00,d
SpVgg Unterhaching,FC Rot-Weiss Erfurt,1,1,2018-03-06T19:00:00,d
SV Wehen Wiesbaden,Sportfreunde Lotte,3,1,2018-03-06T19:00:00,h
SC Paderborn 07,1. FC Magdeburg,1,1,2018-03-06T19:00:00,d
VfL Osnabrück,SV Meppen,2,2,2018-03-06T19:00:00,a
FSV Zwickau,FC Hansa Rostock,1,0,2018-03-07T18:30:00,d
Hallescher FC,Werder Bremen II,1,0,2018-03-07T19:00:00,d
Karlsruher SC,SG Sonnenhof Großaspach,3,1,2018-03-07T19:00:00,d
Fortuna Köln,Chemnitzer FC,3,0,2018-03-07T19:00:00,h
VfR Aalen,Preußen Münster,0,0,2018-03-07T19:00:00,d
FC Carl Zeiss Jena,FC Kickers Würzburg,1,2,2018-03-27T19:00:00,a
FC Kickers Würzburg,VfL Osnabrück,1,0,2018-03-10T14:00:00,h
Preußen Münster,FC Carl Zeiss Jena,2,2,2018-03-10T14:00:00,a
FC Hansa Rostock,SC Paderborn 07,2,3,2018-03-10T14:00:00,h
Werder Bremen II,FSV Zwickau,0,0,2018-03-10T14:00:00,d
Sportfreunde Lotte,Fortuna Köln,0,2,2018-03-10T14:00:00,a
SG Sonnenhof Großaspach,SV Wehen Wiesbaden,1,3,2018-03-10T14:00:00,d
SV Meppen,SpVgg Unterhaching,1,1,2018-03-10T14:00:00,a
1. FC Magdeburg,VfR Aalen,6,1,2018-03-11T14:00:00,h
Chemnitzer FC,Hallescher FC,1,1,2018-03-11T14:00:00,d
FC Rot-Weiss Erfurt,Karlsruher SC,1,3,2018-03-11T14:00:00,a
SV Wehen Wiesbaden,FC Rot-Weiss Erfurt,4,2,2018-03-16T19:00:00,h
Fortuna Köln,SG Sonnenhof Großaspach,1,3,2018-03-16T19:00:00,a
Hallescher FC,Sportfreunde Lotte,1,0,2018-03-16T19:00:00,h
SC Paderborn 07,FSV Zwickau,2,0,2018-03-17T14:00:00,d
VfR Aalen,FC Hansa Rostock,1,0,2018-03-17T14:00:00,d
SpVgg Unterhaching,FC Kickers Würzburg,3,2,2018-03-17T14:00:00,h
Karlsruher SC,SV Meppen,2,0,2018-03-17T14:00:00,h
Chemnitzer FC,Werder Bremen II,2,1,2018-03-18T14:00:00,h
VfL Osnabrück,Preußen Münster,0,1,2018-03-18T14:00:00,a
FC Carl Zeiss Jena,1. FC Magdeburg,1,5,2018-04-11T19:00:00,a
FSV Zwickau,VfR Aalen,2,2,2018-03-23T19:00:00,d
Werder Bremen II,SC Paderborn 07,0,2,2018-03-23T19:00:00,d
FC Hansa Rostock,FC Carl Zeiss Jena,0,0,2018-03-24T14:00:00,d
Sportfreunde Lotte,Chemnitzer FC,3,1,2018-03-24T14:00:00,h
SG Sonnenhof Großaspach,Hallescher FC,0,3,2018-03-24T14:00:00,a
FC Rot-Weiss Erfurt,Fortuna Köln,2,1,2018-03-24T14:00:00,d
Eintracht Braunschweig,Karlsruher SC,1,1,2018-07-27T19:00:00,a
VfR Aalen,SV Wehen Wiesbaden,1,2,2018-07-28T14:00:00,d
VfL Osnabrück,FC Kickers Würzburg,2,1,2018-07-28T14:00:00,a
1. FC Kaiserslautern,TSV 1860 München,1,0,2018-07-28T14:00:00,d
FC Carl Zeiss Jena,SG Sonnenhof Großaspach,3,2,2018-07-28T14:00:00,d
Fortuna Köln,Preußen Münster,1,4,2018-07-28T14:00:00,a
FSV Zwickau,Hallescher FC,2,0,2018-07-28T14:00:00,h
Energie Cottbus,FC Hansa Rostock,3,0,2018-07-29T13:00:00,h
KFC Uerdingen 05,SpVgg Unterhaching,1,3,2018-07-29T14:00:00,a
Sportfreunde Lotte,SV Meppen,0,0,2018-07-30T19:00:00,d
FC Hansa Rostock,Eintracht Braunschweig,2,0,2018-08-03T19:00:00,h
Hallescher FC,Fortuna Köln,1,2,2018-08-04T14:00:00,a
Preußen Münster,FC Carl Zeiss Jena,1,2,2018-08-04T14:00:00,a
SG Sonnenhof Großaspach,1. FC Kaiserslautern,1,1,2018-08-04T14:00:00,d
TSV 1860 München,Sportfreunde Lotte,5,1,2018-08-04T14:00:00,h
FC Kickers Würzburg,KFC Uerdingen 05,0,2,2018-08-04T14:00:00,d
SpVgg Unterhaching,VfR Aalen,0,0,2018-08-04T14:00:00,d
Karlsruher SC,FSV Zwickau,1,1,2018-08-04T14:00:00,a
SV Wehen Wiesbaden,Energie Cottbus,0,2,2018-08-05T13:00:00,a
SV Meppen,VfL Osnabrück,0,2,2018-08-05T14:00:00,d
Eintracht Braunschweig,FSV Zwickau,1,1,2018-08-07T19:00:00,a
VfR Aalen,FC Kickers Würzburg,3,2,2018-08-07T19:00:00,h
1. FC Kaiserslautern,Preußen Münster,1,2,2018-08-07T19:00:00,d
FC Carl Zeiss Jena,Hallescher FC,0,3,2018-08-07T19:00:00,a
Fortuna Köln,Karlsruher SC,0,1,2018-08-07T19:00:00,d
KFC Uerdingen 05,SV Meppen,3,2,2018-08-08T19:00:00,a
VfL Osnabrück,TSV 1860 München,2,2,2018-08-08T19:00:00,a
Sportfreunde Lotte,SG Sonnenhof Großaspach,0,2,2018-08-08T19:00:00,d
FC Hansa Rostock,SV Wehen Wiesbaden,3,2,2018-08-08T19:00:00,h
Energie Cottbus,SpVgg Unterhaching,2,2,2018-08-08T19:00:00,a
Karlsruher SC,FC Carl Zeiss Jena,1,1,2018-08-10T19:00:00,d
Hallescher FC,1. FC Kaiserslautern,2,0,2018-08-11T14:00:00,h
SG Sonnenhof Großaspach,VfL Osnabrück,0,0,2018-08-11T14:00:00,d
SV Meppen,VfR Aalen,1,0,2018-08-11T14:00:00,d
SpVgg Unterhaching,FC Hansa Rostock,2,1,2018-08-11T14:00:00,h
SV Wehen Wiesbaden,Eintracht Braunschweig,3,3,2018-08-11T14:00:00,a
FSV Zwickau,Fortuna Köln,1,0,2018-08-11T14:00:00,d
TSV 1860 München,KFC Uerdingen 05,0,1,2018-08-12T13:00:00,d
FC Kickers Würzburg,Energie Cottbus,3,1,2018-08-12T14:00:00,h
Preußen Münster,Sportfreunde Lotte,1,0,2018-08-13T19:00:00,d
KFC Uerdingen 05,SG Sonnenhof Großaspach,0,0,2018-08-24T19:00:00,d
VfR Aalen,TSV 1860 München,1,4,2018-08-25T14:00:00,a
VfL Osnabrück,Preußen Münster,3,0,2018-08-25T14:00:00,h
1. FC Kaiserslautern,Karlsruher SC,0,0,2018-08-25T14:00:00,d
SV Wehen Wiesbaden,SpVgg Unterhaching,1,2,2018-08-25T14:00:00,h
FC Hansa Rostock,FC Kickers Würzburg,0,4,2018-08-25T14:00:00,a
Energie Cottbus,SV Meppen,1,1,2018-08-25T14:00:00,h
Sportfreunde Lotte,Hallescher FC,0,1,2018-08-26T13:00:00,d
Eintracht Braunschweig,Fortuna Köln,0,2,2018-08-26T14:00:00,a
FC Carl Zeiss Jena,FSV Zwickau,2,1,2018-08-27T19:00:00,a
TSV 1860 München,Energie Cottbus,2,0,2018-08-31T19:00:00,h
Hallescher FC,VfL Osnabrück,1,1,2018-09-01T14:00:00,d
Preußen Münster,KFC Uerdingen 05,0,1,2018-09-01T14:00:00,d
SV Meppen,FC Hansa Rostock,1,3,2018-09-01T14:00:00,a
FC Kickers Würzburg,SV Wehen Wiesbaden,3,1,2018-09-01T14:00:00,d
SpVgg Unterhaching,Eintracht Braunschweig,3,0,2018-09-01T14:00:00,h
Karlsruher SC,Sportfreunde Lotte,1,3,2018-09-01T14:00:00,a
FSV Zwickau,1. FC Kaiserslautern,1,1,2018-09-02T13:00:00,d
Fortuna Köln,FC Carl Zeiss Jena,2,0,2018-09-02T14:00:00,d
SG Sonnenhof Großaspach,VfR Aalen,1,1,2018-09-03T19:00:00,h
Eintracht Braunschweig,FC Carl Zeiss Jena,2,0,2018-09-14T19:00:00,d
VfR Aalen,Preußen Münster,4,1,2018-09-15T14:00:00,h
KFC Uerdingen 05,Hallescher FC,2,1,2018-09-15T14:00:00,h
VfL Osnabrück,Karlsruher SC,0,1,2018-09-15T14:00:00,d
SV Wehen Wiesbaden,SV Meppen,3,0,2018-09-15T14:00:00,d
FC Hansa Rostock,TSV 1860 München,2,2,2018-09-15T14:00:00,a
Energie Cottbus,SG Sonnenhof Großaspach,0,0,2018-09-15T14:00:00,d
Sportfreunde Lotte,FSV Zwickau,2,1,2018-09-16T13:00:00,d
SpVgg Unterhaching,FC Kickers Würzburg,0,1,2018-09-16T14:00:00,d
1. FC Kaiserslautern,Fortuna Köln,3,3,2018-09-17T19:00:00,d
Preußen Münster,Energie Cottbus,3,0,2018-09-21T19:00:00,h
SG Sonnenhof Großaspach,FC Hansa Rostock,0,0,2018-09-22T14:00:00,d
TSV 1860 München,SV Wehen Wiesbaden,1,2,2018-09-22T14:00:00,h
SV Meppen,SpVgg Unterhaching,3,3,2018-09-22T14:00:00,d
FC Kickers Würzburg,Eintracht Braunschweig,1,1,2018-09-22T14:00:00,d
FC Carl Zeiss Jena,1. FC Kaiserslautern,3,3,2018-09-22T14:00:00,d
Fortuna Köln,Sportfreunde Lotte,1,1,2018-09-22T14:00:00,h
Karlsruher SC,KFC Uerdingen 05,2,0,2018-09-22T14:00:00,h
FSV Zwickau,VfL Osnabrück,0,1,2018-09-23T13:00:00,d
Hallescher FC,VfR Aalen,1,0,2018-09-23T14:00:00,h
Eintracht Braunschweig,1. FC Kaiserslautern,1,4,2018-09-25T19:00:00,d
Sportfreunde Lotte,FC Carl Zeiss Jena,2,0,2018-09-25T19:00:00,h
FC Kickers Würzburg,SV Meppen,2,1,2018-09-25T19:00:00,d
SV Wehen Wiesbaden,SG Sonnenhof Großaspach,2,0,2018-09-25T19:00:00,d
FC Hansa Rostock,Preußen Münster,1,4,2018-09-25T19:00:00,a
VfR Aalen,Karlsruher SC,1,3,2018-09-26T19:00:00,d
KFC Uerdingen 05,FSV Zwickau,1,2,2018-09-26T19:00:00,d
VfL Osnabrück,Fortuna Köln,1,0,2018-09-26T19:00:00,d
SpVgg Unterhaching,TSV 1860 München,1,1,2018-09-26T19:00:00,d
Energie Cottbus,Hallescher FC,1,2,2018-10-10T19:00:00,a
Preußen Münster,SV Wehen Wiesbaden,3,0,2018-09-28T19:00:00,h
SG Sonnenhof Großaspach,SpVgg Unterhaching,1,1,2018-09-29T14:00:00,h
SV Meppen,Eintracht Braunschweig,4,2,2018-09-29T14:00:00,h
1. FC Kaiserslautern,Sportfreunde Lotte,2,1,2018-09-29T14:00:00,h
Fortuna Köln,KFC Uerdingen 05,1,2,2018-09-29T14:00:00,d
Karlsruher SC,Energie Cottbus,2,0,2018-09-29T14:00:00,h
FC Carl Zeiss Jena,VfL Osnabrück,0,0,2018-09-30T13:00:00,d
FSV Zwickau,VfR Aalen,2,3,2018-09-30T14:00:00,a
TSV 1860 München,FC Kickers Würzburg,1,1,2018-10-01T19:00:00,d
Hallescher FC,FC Hansa Rostock,0,1,2018-10-16T19:00:00,a
FC Hansa Rostock,Karlsruher SC,1,0,2018-10-05T19:00:00,d
Eintracht Braunschweig,Sportfreunde Lotte,2,2,2018-10-06T14:00:00,h
VfR Aalen,Fortuna Köln,0,1,2018-10-06T14:00:00,d
KFC Uerdingen 05,FC Carl Zeiss Jena,2,1,2018-10-06T14:00:00,d
VfL Osnabrück,1. FC Kaiserslautern,2,0,2018-10-06T14:00:00,d
SpVgg Unterhaching,Preußen Münster,1,1,2018-10-06T14:00:00,h
Energie Cottbus,FSV Zwickau,2,1,2018-10-06T14:00:00,d
SV Meppen,TSV 1860 München,1,0,2018-10-07T13:00:00,h
SV Wehen Wiesbaden,Hallescher FC,2,0,2018-10-07T14:00:00,h
FC Kickers Würzburg,SG Sonnenhof Großaspach,0,0,2018-10-08T19:00:00,d
FC Carl Zeiss Jena,VfR Aalen,0,0,2018-10-19T19:00:00,d
Hallescher FC,SpVgg Unterhaching,1,1,2018-10-20T14:00:00,d
SG Sonnenhof Großaspach,SV Meppen,1,0,2018-10-20T14:00:00,d
TSV 1860 München,Eintracht Braunschweig,2,0,2018-10-20T14:00:00,d
Sportfreunde Lotte,VfL Osnabrück,0,0,2018-10-20T14:00:00,d
1. FC Kaiserslautern,KFC Uerdingen 05,2,0,2018-10-20T14:00:00,h
Fortuna Köln,Energie Cottbus,3,1,2018-10-20T14:00:00,h
FSV Zwickau,FC Hansa Rostock,2,2,2018-10-21T13:00:00,h
Preußen Münster,FC Kickers Würzburg,1,0,2018-10-21T14:00:00,d
Karlsruher SC,SV Wehen Wiesbaden,2,5,2018-10-21T14:00:00,a
Eintracht Braunschweig,VfL Osnabrück,3,4,2018-10-26T19:00:00,d
KFC Uerdingen 05,Sportfreunde Lotte,0,2,2018-10-27T14:00:00,a
FC Kickers Würzburg,Hallescher FC,1,2,2018-10-27T14:00:00,d
SpVgg Unterhaching,Karlsruher SC,0,0,2018-10-27T14:00:00,d
SV Wehen Wiesbaden,FSV Zwickau,0,0,2018-10-27T14:00:00,d
FC Hansa Rostock,Fortuna Köln,3,1,2018-10-27T14:00:00,h
Energie Cottbus,FC Carl Zeiss Jena,2,1,2018-10-27T14:00:00,h
TSV 1860 München,SG Sonnenhof Großaspach,2,2,2018-10-28T13:00:00,d
SV Meppen,Preußen Münster,1,2,2018-10-28T14:00:00,d
VfR Aalen,1. FC Kaiserslautern,1,2,2018-10-29T19:00:00,h
1. FC Kaiserslautern,Energie Cottbus,0,2,2018-11-02T19:00:00,d
Preußen Münster,TSV 1860 München,0,0,2018-11-03T14:00:00,d
SG Sonnenhof Großaspach,Eintracht Braunschweig,1,1,2018-11-03T14:00:00,d
Sportfreunde Lotte,VfR Aalen,1,1,2018-11-03T14:00:00,d
FC Carl Zeiss Jena,FC Hansa Rostock,1,1,2018-11-03T14:00:00,d
FSV Zwickau,SpVgg Unterhaching,2,2,2018-11-03T14:00:00,d
Karlsruher SC,FC Kickers Würzburg,2,1,2018-11-03T14:00:00,h
Hallescher FC,SV Meppen,2,1,2018-11-04T13:00:00,h
Fortuna Köln,SV Wehen Wiesbaden,0,7,2018-11-04T14:00:00,a
VfL Osnabrück,KFC Uerdingen 05,2,1,2018-11-05T19:00:00,d
FC Kickers Würzburg,FSV Zwickau,0,2,2018-11-09T19:00:00,a
Eintracht Braunschweig,KFC Uerdingen 05,0,2,2018-11-10T14:00:00,a
VfR Aalen,VfL Osnabrück,1,1,2018-11-10T14:00:00,d
TSV 1860 München,Hallescher FC,1,1,2018-11-10T14:00:00,a
SV Meppen,Karlsruher SC,2,3,2018-11-10T14:00:00,a
FC Hansa Rostock,1. FC Kaiserslautern,4,1,2018-11-10T14:00:00,h
Energie Cottbus,Sportfreunde Lotte,2,2,2018-11-10T14:00:00,a
SpVgg Unterhaching,Fortuna Köln,6,0,2018-11-11T13:00:00,h
SG Sonnenhof Großaspach,Preußen Münster,3,1,2018-11-11T14:00:00,h
SV Wehen Wiesbaden,FC Carl Zeiss Jena,2,3,2018-11-12T19:00:00,d
Sportfreunde Lotte,FC Hansa Rostock,1,0,2018-11-23T19:00:00,h
Hallescher FC,SG Sonnenhof Großaspach,2,0,2018-11-24T14:00:00,h
KFC Uerdingen 05,VfR Aalen,2,0,2018-11-24T14:00:00,h
VfL Osnabrück,Energie Cottbus,3,1,2018-11-24T14:00:00,h
FC Carl Zeiss Jena,SpVgg Unterhaching,4,5,2018-11-24T14:00:00,d
Fortuna Köln,FC Kickers Würzburg,0,0,2018-11-24T14:00:00,d
FSV Zwickau,SV Meppen,1,1,2018-11-24T14:00:00,a
Karlsruher SC,TSV 1860 München,3,2,2018-11-25T13:00:00,h
1. FC Kaiserslautern,SV Wehen Wiesbaden,0,0,2018-11-25T14:00:00,d
Preußen Münster,Eintracht Braunschweig,3,0,2018-11-26T19:00:00,h
SpVgg Unterhaching,1. FC Kaiserslautern,5,0,2018-11-30T19:00:00,h
Eintracht Braunschweig,VfR Aalen,2,2,2018-12-01T14:00:00,a
Preußen Münster,Hallescher FC,1,2,2018-12-01T14:00:00,a
TSV 1860 München,FSV Zwickau,2,0,2018-12-01T14:00:00,h
FC Kickers Würzburg,FC Carl Zeiss Jena,5,2,2018-12-01T14:00:00,a
SV Wehen Wiesbaden,Sportfreunde Lotte,2,0,2018-12-01T14:00:00,h
Energie Cottbus,KFC Uerdingen 05,0,2,2018-12-01T14:00:00,d
SV Meppen,Fortuna Köln,3,0,2018-12-02T13:00:00,h
SG Sonnenhof Großaspach,Karlsruher SC,1,2,2018-12-02T14:00:00,a
FC Hansa Rostock,VfL Osnabrück,1,1,2018-12-03T19:00:00,d
FC Carl Zeiss Jena,SV Meppen,1,2,2018-12-07T19:00:00,h
Eintracht Braunschweig,Hallescher FC,0,1,2018-12-08T14:00:00,a
KFC Uerdingen 05,FC Hansa Rostock,2,1,2018-12-08T14:00:00,d
VfL Osnabrück,SV Wehen Wiesbaden,2,1,2018-12-08T14:00:00,h
1. FC Kaiserslautern,FC Kickers Würzburg,0,0,2018-12-08T14:00:00,d
Fortuna Köln,TSV 1860 München,0,0,2018-12-08T14:00:00,d
Karlsruher SC,Preußen Münster,5,0,2018-12-08T14:00:00,h
Sportfreunde Lotte,SpVgg Unterhaching,0,0,2018-12-09T13:00:00,d
VfR Aalen,Energie Cottbus,3,3,2018-12-09T14:00:00,d
FSV Zwickau,SG Sonnenhof Großaspach,3,0,2018-12-10T19:00:00,h
SG Sonnenhof Großaspach,Fortuna Köln,1,1,2018-12-14T19:00:00,h
Hallescher FC,Karlsruher SC,0,3,2018-12-15T14:00:00,a
Preußen Münster,FSV Zwickau,0,2,2018-12-15T14:00:00,a
SV Meppen,1. FC Kaiserslautern,0,1,2018-12-15T14:00:00,a
SpVgg Unterhaching,VfL Osnabrück,1,1,2018-12-15T14:00:00,d
FC Hansa Rostock,VfR Aalen,1,1,2018-12-15T14:00:00,d
Energie Cottbus,Eintracht Braunschweig,0,1,2018-12-15T14:00:00,d
TSV 1860 München,FC Carl Zeiss Jena,1,3,2018-12-16T13:00:00,a
FC Kickers Würzburg,Sportfreunde Lotte,2,2,2018-12-16T14:00:00,d
SV Wehen Wiesbaden,KFC Uerdingen 05,0,2,2018-12-17T19:00:00,d
SV Wehen Wiesbaden,VfR Aalen,2,1,2018-12-21T19:00:00,h
Karlsruher SC,Eintracht Braunschweig,1,1,2018-12-22T14:00:00,a
FC Kickers Würzburg,VfL Osnabrück,1,2,2018-12-22T14:00:00,d
SV Meppen,Sportfreunde Lotte,2,0,2018-12-22T14:00:00,h
TSV 1860 München,1. FC Kaiserslautern,2,1,2018-12-22T14:00:00,d
Preußen Münster,Fortuna Köln,0,2,2018-12-22T14:00:00,a
Hallescher FC,FSV Zwickau,2,0,2018-12-22T14:00:00,h
FC Hansa Rostock,Energie Cottbus,0,2,2018-12-22T14:00:00,a
SpVgg Unterhaching,KFC Uerdingen 05,4,0,2018-12-23T13:00:00,h
SG Sonnenhof Großaspach,FC Carl Zeiss Jena,0,0,2018-12-23T14:00:00,d
Sportfreunde Lotte,TSV 1860 München,1,1,2019-01-25T19:00:00,a
Fortuna Köln,Hallescher FC,0,1,2019-01-26T14:00:00,d
FC Carl Zeiss Jena,Preußen Münster,0,0,2019-01-26T14:00:00,d
1. FC Kaiserslautern,SG Sonnenhof Großaspach,2,0,2019-01-26T14:00:00,h
VfL Osnabrück,SV Meppen,1,0,2019-01-26T14:00:00,h
Energie Cottbus,SV Wehen Wiesbaden,2,3,2019-01-26T14:00:00,a
Eintracht Braunschweig,FC Hansa Rostock,2,0,2019-01-27T14:00:00,d
KFC Uerdingen 05,FC Kickers Würzburg,0,3,2019-01-27T15:00:00,a
FSV Zwickau,Karlsruher SC,1,1,2019-02-12T19:00:00,h
VfR Aalen,SpVgg Unterhaching,4,1,2019-02-27T19:00:00,h
Preußen Münster,1. FC Kaiserslautern,2,0,2019-02-01T19:00:00,h
FC Kickers Würzburg,VfR Aalen,2,1,2019-02-02T14:00:00,h
SV Meppen,KFC Uerdingen 05,3,2,2019-02-02T14:00:00,d
TSV 1860 München,VfL Osnabrück,1,2,2019-02-02T14:00:00,a
SG Sonnenhof Großaspach,Sportfreunde Lotte,0,1,2019-02-02T14:00:00,d
Hallescher FC,FC Carl Zeiss Jena,0,0,2019-02-02T14:00:00,d
Karlsruher SC,Fortuna Köln,3,1,2019-02-02T14:00:00,a
SV Wehen Wiesbaden,FC Hansa Rostock,2,0,2019-02-03T13:00:00,h
FSV Zwickau,Eintracht Braunschweig,0,1,2019-02-04T19:00:00,d
SpVgg Unterhaching,Energie Cottbus,0,0,2019-03-20T19:00:00,d
VfL Osnabrück,SG Sonnenhof Großaspach,0,2,2019-02-08T19:00:00,a
1. FC Kaiserslautern,Hallescher FC,0,0,2019-02-09T14:00:00,d
KFC Uerdingen 05,TSV 1860 München,1,1,2019-02-09T14:00:00,d
Energie Cottbus,FC Kickers Würzburg,1,2,2019-02-09T14:00:00,a
FC Hansa Rostock,SpVgg Unterhaching,2,0,2019-02-09T14:00:00,h
Fortuna Köln,FSV Zwickau,1,0,2019-02-09T14:00:00,d
FC Carl Zeiss Jena,Karlsruher SC,1,1,2019-02-09T14:00:00,d
VfR Aalen,SV Meppen,1,2,2019-02-10T13:00:00,d
Eintracht Braunschweig,SV Wehen Wiesbaden,2,3,2019-02-10T14:00:00,a
Sportfreunde Lotte,Preußen Münster,1,0,2019-02-11T19:00:00,h
SpVgg Unterhaching,SV Wehen Wiesbaden,1,2,2019-02-15T19:00:00,d
Fortuna Köln,Eintracht Braunschweig,1,3,2019-02-16T14:00:00,d
SG Sonnenhof Großaspach,KFC Uerdingen 05,3,2,2019-02-16T14:00:00,d
Preußen Münster,VfL Osnabrück,0,0,2019-02-16T14:00:00,d
Hallescher FC,Sportfreunde Lotte,0,0,2019-02-16T14:00:00,d
Karlsruher SC,1. FC Kaiserslautern,0,1,2019-02-16T14:00:00,d
SV Meppen,Energie Cottbus,3,0,2019-02-16T14:00:00,h
FC Kickers Würzburg,FC Hansa Rostock,0,2,2019-02-17T13:00:00,a
FSV Zwickau,FC Carl Zeiss Jena,2,0,2019-02-17T14:00:00,h
TSV 1860 München,VfR Aalen,2,1,2019-02-18T19:00:00,d
VfR Aalen,SG Sonnenhof Großaspach,1,1,2019-02-22T19:00:00,d
VfL Osnabrück,Hallescher FC,2,0,2019-02-23T14:00:00,h
Energie Cottbus,TSV 1860 München,1,2,2019-02-23T14:00:00,d
FC Hansa Rostock,SV Meppen,0,2,2019-02-23T14:00:00,d
Eintracht Braunschweig,SpVgg Unterhaching,1,0,2019-02-23T14:00:00,h
FC Carl Zeiss Jena,Fortuna Köln,0,1,2019-02-23T14:00:00,a
Sportfreunde Lotte,Karlsruher SC,0,0,2019-02-23T14:00:00,d
SV Wehen Wiesbaden,FC Kickers Würzburg,0,2,2019-02-24T14:00:00,a
1. FC Kaiserslautern,FSV Zwickau,1,1,2019-02-24T14:00:00,h
KFC Uerdingen 05,Preußen Münster,0,0,2019-02-25T19:00:00,d
Hallescher FC,KFC Uerdingen 05,4,0,2019-03-01T19:00:00,h
