HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
1. FC Saarbrücken,1. FC Heidenheim 1846,2,3,2013-09-03T19:00:00,a
SV Darmstadt 98,Chemnitzer FC,1,1,2013-09-03T19:00:00,d
Rot-Weiß Erfurt,SV Wehen Wiesbaden,3,0,2013-09-03T19:00:00,h
RB Leipzig,Holstein Kiel,3,1,2013-09-03T19:00:00,h
FC Hansa Rostock,Jahn Regensburg,4,2,2013-09-04T19:00:00,h
Wacker Burghausen,SV Elversberg 07,0,1,2013-09-04T19:00:00,d
Preußen Münster,VfB Stuttgart II,1,3,2013-09-04T19:00:00,a
SV Elversberg 07,RB Leipzig,1,0,2013-09-07T14:00:00,h
Holstein Kiel,Rot-Weiß Erfurt,1,2,2013-09-07T14:00:00,a
Chemnitzer FC,FC Hansa Rostock,1,1,2013-09-07T14:00:00,d
Jahn Regensburg,1. FC Saarbrücken,2,0,2013-09-07T14:00:00,h
1. FC Heidenheim 1846,Stuttgarter Kickers,2,0,2013-09-07T14:00:00,d
VfB Stuttgart II,Wacker Burghausen,4,0,2013-09-08T14:00:00,d
SV Wehen Wiesbaden,MSV Duisburg,2,0,2013-09-08T14:00:00,d
SpVgg Unterhaching,Hallescher FC,0,0,2013-09-18T18:30:00,d
VfL Osnabrück,Preußen Münster,1,1,2013-10-02T18:30:00,a
Borussia Dortmund II,SV Darmstadt 98,1,1,2013-10-02T19:00:00,d
SV Wehen Wiesbaden,Holstein Kiel,1,1,2013-09-13T19:00:00,h
MSV Duisburg,SV Darmstadt 98,0,4,2013-09-14T14:00:00,a
Hallescher FC,1. FC Heidenheim 1846,0,1,2013-09-14T14:00:00,a
Stuttgarter Kickers,Jahn Regensburg,3,0,2013-09-14T14:00:00,h
1. FC Saarbrücken,Chemnitzer FC,1,1,2013-09-14T14:00:00,d
FC Hansa Rostock,Borussia Dortmund II,1,2,2013-09-14T14:00:00,h
Rot-Weiß Erfurt,SV Elversberg 07,2,0,2013-09-14T14:00:00,h
RB Leipzig,VfB Stuttgart II,3,1,2013-09-14T14:00:00,h
Wacker Burghausen,VfL Osnabrück,1,4,2013-09-14T14:00:00,a
Preußen Münster,SpVgg Unterhaching,2,3,2013-09-14T14:00:00,a
VfL Osnabrück,RB Leipzig,3,2,2013-09-20T19:00:00,h
VfB Stuttgart II,Rot-Weiß Erfurt,2,1,2013-09-21T14:00:00,h
SV Elversberg 07,SV Wehen Wiesbaden,3,0,2013-09-21T14:00:00,h
Holstein Kiel,MSV Duisburg,0,1,2013-09-21T14:00:00,a
SV Darmstadt 98,FC Hansa Rostock,6,0,2013-09-21T14:00:00,h
Chemnitzer FC,Stuttgarter Kickers,1,0,2013-09-21T14:00:00,h
Jahn Regensburg,Hallescher FC,2,4,2013-09-21T14:00:00,a
1. FC Heidenheim 1846,Preußen Münster,2,1,2013-09-21T14:00:00,h
SpVgg Unterhaching,Wacker Burghausen,1,3,2013-09-22T14:00:00,a
Borussia Dortmund II,1. FC Saarbrücken,1,1,2013-09-22T14:00:00,d
MSV Duisburg,FC Hansa Rostock,2,0,2013-09-27T19:00:00,h
Hallescher FC,Chemnitzer FC,2,1,2013-09-28T14:00:00,h
Stuttgarter Kickers,Borussia Dortmund II,3,0,2013-09-28T14:00:00,h
1. FC Saarbrücken,SV Darmstadt 98,0,1,2013-09-28T14:00:00,a
Holstein Kiel,SV Elversberg 07,1,2,2013-09-28T14:00:00,a
SV Wehen Wiesbaden,VfB Stuttgart II,1,1,2013-09-28T14:00:00,d
Rot-Weiß Erfurt,VfL Osnabrück,3,1,2013-09-28T14:00:00,d
RB Leipzig,SpVgg Unterhaching,2,2,2013-09-28T14:00:00,d
Wacker Burghausen,1. FC Heidenheim 1846,2,2,2013-09-28T14:00:00,d
Preußen Münster,Jahn Regensburg,0,0,2013-09-28T14:00:00,d
VfB Stuttgart II,Holstein Kiel,1,1,2013-10-04T19:00:00,d
FC Hansa Rostock,1. FC Saarbrücken,0,0,2013-10-04T19:00:00,d
SpVgg Unterhaching,Rot-Weiß Erfurt,2,1,2013-10-05T14:00:00,d
VfL Osnabrück,SV Wehen Wiesbaden,1,0,2013-10-05T14:00:00,h
SV Elversberg 07,MSV Duisburg,1,0,2013-10-05T14:00:00,h
SV Darmstadt 98,Stuttgarter Kickers,1,0,2013-10-05T14:00:00,h
Borussia Dortmund II,Hallescher FC,4,0,2013-10-05T14:00:00,h
Jahn Regensburg,Wacker Burghausen,1,1,2013-10-05T14:00:00,d
1. FC Heidenheim 1846,RB Leipzig,0,2,2013-10-05T14:00:00,a
Chemnitzer FC,Preußen Münster,0,4,2013-10-06T14:00:00,a
MSV Duisburg,1. FC Saarbrücken,3,3,2013-10-19T14:00:00,d
Hallescher FC,SV Darmstadt 98,1,0,2013-10-19T14:00:00,h
Stuttgarter Kickers,FC Hansa Rostock,2,0,2013-10-19T14:00:00,h
SV Elversberg 07,VfB Stuttgart II,0,2,2013-10-19T14:00:00,d
Holstein Kiel,VfL Osnabrück,1,1,2013-10-19T14:00:00,d
SV Wehen Wiesbaden,SpVgg Unterhaching,0,2,2013-10-19T14:00:00,a
Rot-Weiß Erfurt,1. FC Heidenheim 1846,1,2,2013-10-19T14:00:00,a
RB Leipzig,Jahn Regensburg,2,0,2013-10-19T14:00:00,h
Wacker Burghausen,Chemnitzer FC,1,0,2013-10-19T14:00:00,h
Preußen Münster,Borussia Dortmund II,4,0,2013-10-19T14:00:00,h
SpVgg Unterhaching,Holstein Kiel,0,0,2013-10-25T19:00:00,d
VfL Osnabrück,SV Elversberg 07,0,1,2013-10-26T14:00:00,a
VfB Stuttgart II,MSV Duisburg,1,1,2013-10-26T14:00:00,d
1. FC Saarbrücken,Stuttgarter Kickers,3,2,2013-10-26T14:00:00,h
FC Hansa Rostock,Hallescher FC,2,1,2013-10-26T14:00:00,h
SV Darmstadt 98,Preußen Münster,4,0,2013-10-26T14:00:00,h
Borussia Dortmund II,Wacker Burghausen,3,1,2013-10-26T14:00:00,h
Chemnitzer FC,RB Leipzig,3,1,2013-10-26T14:00:00,h
Jahn Regensburg,Rot-Weiß Erfurt,3,1,2013-10-26T14:00:00,h
1. FC Heidenheim 1846,SV Wehen Wiesbaden,0,0,2013-10-26T14:00:00,d
VfB Stuttgart II,VfL Osnabrück,2,1,2013-11-01T19:00:00,h
Preußen Münster,FC Hansa Rostock,1,2,2013-11-01T19:00:00,a
MSV Duisburg,Stuttgarter Kickers,1,1,2013-11-02T14:00:00,d
Hallescher FC,1. FC Saarbrücken,1,1,2013-11-02T14:00:00,d
SV Elversberg 07,SpVgg Unterhaching,1,1,2013-11-02T14:00:00,d
Holstein Kiel,1. FC Heidenheim 1846,0,1,2013-11-02T14:00:00,a
SV Wehen Wiesbaden,Jahn Regensburg,1,1,2013-11-02T14:00:00,d
Rot-Weiß Erfurt,Chemnitzer FC,1,0,2013-11-02T14:00:00,h
RB Leipzig,Borussia Dortmund II,1,0,2013-11-02T14:00:00,h
Wacker Burghausen,SV Darmstadt 98,2,1,2013-11-02T14:00:00,h
SpVgg Unterhaching,VfB Stuttgart II,4,0,2013-11-09T14:00:00,h
Stuttgarter Kickers,Hallescher FC,1,0,2013-11-09T14:00:00,h
1. FC Saarbrücken,Preußen Münster,2,2,2013-11-09T14:00:00,d
FC Hansa Rostock,Wacker Burghausen,1,1,2013-11-09T14:00:00,d
SV Darmstadt 98,RB Leipzig,0,1,2013-11-09T14:00:00,a
Borussia Dortmund II,Rot-Weiß Erfurt,0,3,2013-11-09T14:00:00,a
Chemnitzer FC,SV Wehen Wiesbaden,1,2,2013-11-09T14:00:00,a
Jahn Regensburg,Holstein Kiel,1,0,2013-11-09T14:00:00,h
1. FC Heidenheim 1846,SV Elversberg 07,1,0,2013-11-09T14:00:00,h
VfL Osnabrück,MSV Duisburg,0,1,2013-11-10T14:00:00,a
Rot-Weiß Erfurt,SV Darmstadt 98,3,0,2013-11-22T19:00:00,h
MSV Duisburg,Hallescher FC,1,3,2013-11-23T14:00:00,a
VfL Osnabrück,SpVgg Unterhaching,3,1,2013-11-23T14:00:00,h
VfB Stuttgart II,1. FC Heidenheim 1846,0,3,2013-11-23T14:00:00,a
SV Elversberg 07,Jahn Regensburg,3,1,2013-11-23T14:00:00,h
Holstein Kiel,Chemnitzer FC,1,1,2013-11-23T14:00:00,d
SV Wehen Wiesbaden,Borussia Dortmund II,1,1,2013-11-23T14:00:00,d
RB Leipzig,FC Hansa Rostock,1,2,2013-11-23T14:00:00,a
Wacker Burghausen,1. FC Saarbrücken,1,2,2013-11-23T14:00:00,d
Preußen Münster,Stuttgarter Kickers,1,0,2013-11-23T14:00:00,h
MSV Duisburg,SpVgg Unterhaching,3,0,2013-11-30T14:00:00,h
Hallescher FC,Preußen Münster,0,0,2013-11-30T14:00:00,d
Stuttgarter Kickers,Wacker Burghausen,3,1,2013-11-30T14:00:00,h
1. FC Saarbrücken,RB Leipzig,2,3,2013-11-30T14:00:00,a
FC Hansa Rostock,Rot-Weiß Erfurt,1,0,2013-11-30T14:00:00,h
SV Darmstadt 98,SV Wehen Wiesbaden,2,2,2013-11-30T14:00:00,d
Borussia Dortmund II,Holstein Kiel,1,1,2013-11-30T14:00:00,d
Jahn Regensburg,VfB Stuttgart II,2,0,2013-11-30T14:00:00,h
1. FC Heidenheim 1846,VfL Osnabrück,2,0,2013-11-30T14:00:00,h
Chemnitzer FC,SV Elversberg 07,2,0,2013-12-01T14:00:00,h
VfB Stuttgart II,Chemnitzer FC,1,1,2013-12-06T18:30:00,h
SpVgg Unterhaching,1. FC Heidenheim 1846,0,3,2013-12-06T19:00:00,a
SV Wehen Wiesbaden,FC Hansa Rostock,1,3,2013-12-06T19:00:00,a
VfL Osnabrück,Jahn Regensburg,1,0,2013-12-07T14:00:00,h
SV Elversberg 07,Borussia Dortmund II,0,5,2013-12-07T14:00:00,a
Holstein Kiel,SV Darmstadt 98,0,2,2013-12-07T14:00:00,a
Rot-Weiß Erfurt,1. FC Saarbrücken,0,1,2013-12-07T14:00:00,a
RB Leipzig,Stuttgarter Kickers,2,1,2013-12-07T14:00:00,h
Wacker Burghausen,Hallescher FC,1,0,2013-12-07T14:00:00,h
Preußen Münster,MSV Duisburg,2,1,2013-12-07T14:00:00,h
Chemnitzer FC,SpVgg Unterhaching,0,0,2013-12-14T14:00:00,d
Borussia Dortmund II,VfL Osnabrück,1,2,2013-12-14T14:00:00,d
SV Darmstadt 98,VfB Stuttgart II,1,0,2013-12-14T14:00:00,h
FC Hansa Rostock,SV Elversberg 07,1,0,2013-12-14T14:00:00,d
1. FC Saarbrücken,Holstein Kiel,1,2,2013-12-14T14:00:00,d
Stuttgarter Kickers,SV Wehen Wiesbaden,2,0,2013-12-14T14:00:00,d
Hallescher FC,Rot-Weiß Erfurt,0,2,2013-12-14T14:00:00,d
Preußen Münster,RB Leipzig,0,0,2013-12-14T14:00:00,d
MSV Duisburg,Wacker Burghausen,1,1,2013-12-14T14:00:00,d
Jahn Regensburg,1. FC Heidenheim 1846,0,0,2013-12-14T14:00:00,d
VfB Stuttgart II,Borussia Dortmund II,1,2,2013-12-18T19:00:00,a
SV Elversberg 07,SV Darmstadt 98,0,3,2013-12-20T19:00:00,a
1. FC Heidenheim 1846,MSV Duisburg,2,2,2013-12-21T14:00:00,d
RB Leipzig,Hallescher FC,2,1,2013-12-21T14:00:00,d
Rot-Weiß Erfurt,Stuttgarter Kickers,1,2,2013-12-21T14:00:00,d
SV Wehen Wiesbaden,1. FC Saarbrücken,1,0,2013-12-21T14:00:00,h
Holstein Kiel,FC Hansa Rostock,2,2,2013-12-21T14:00:00,a
VfL Osnabrück,Chemnitzer FC,0,2,2013-12-21T14:00:00,a
SpVgg Unterhaching,Jahn Regensburg,0,4,2013-12-21T14:00:00,a
Wacker Burghausen,Preußen Münster,2,4,2013-12-21T14:00:00,d
SV Wehen Wiesbaden,Hallescher FC,0,3,2014-01-24T19:00:00,a
VfB Stuttgart II,FC Hansa Rostock,4,1,2014-01-24T19:00:00,h
Jahn Regensburg,MSV Duisburg,1,1,2014-01-25T14:00:00,d
Holstein Kiel,Stuttgarter Kickers,0,0,2014-01-25T14:00:00,d
SV Elversberg 07,1. FC Saarbrücken,3,1,2014-01-25T14:00:00,h
VfL Osnabrück,SV Darmstadt 98,1,1,2014-01-25T14:00:00,d
SpVgg Unterhaching,Borussia Dortmund II,2,1,2014-01-25T14:00:00,h
1. FC Heidenheim 1846,Chemnitzer FC,3,0,2014-01-25T14:00:00,h
RB Leipzig,Wacker Burghausen,0,1,2014-01-25T14:00:00,a
Rot-Weiß Erfurt,Preußen Münster,0,0,2014-01-25T14:00:00,d
SV Darmstadt 98,SpVgg Unterhaching,3,1,2014-02-01T14:00:00,h
FC Hansa Rostock,VfL Osnabrück,1,1,2014-02-01T14:00:00,d
1. FC Saarbrücken,VfB Stuttgart II,0,1,2014-02-01T14:00:00,a
Stuttgarter Kickers,SV Elversberg 07,2,1,2014-02-01T14:00:00,h
Hallescher FC,Holstein Kiel,1,0,2014-02-01T14:00:00,h
Preußen Münster,SV Wehen Wiesbaden,0,1,2014-02-01T14:00:00,a
Wacker Burghausen,Rot-Weiß Erfurt,1,1,2014-02-01T14:00:00,d
MSV Duisburg,RB Leipzig,2,1,2014-02-01T14:00:00,h
Chemnitzer FC,Jahn Regensburg,0,3,2014-02-01T14:00:00,a
Borussia Dortmund II,1. FC Heidenheim 1846,0,3,2014-02-01T14:00:00,a
Chemnitzer FC,MSV Duisburg,0,0,2014-02-08T14:00:00,d
SV Elversberg 07,Hallescher FC,2,2,2014-02-08T14:00:00,d
VfL Osnabrück,1. FC Saarbrücken,4,1,2014-02-08T14:00:00,h
SpVgg Unterhaching,FC Hansa Rostock,1,3,2014-02-08T14:00:00,a
1. FC Heidenheim 1846,SV Darmstadt 98,1,1,2014-02-08T14:00:00,d
Jahn Regensburg,Borussia Dortmund II,2,1,2014-02-08T14:00:00,h
Rot-Weiß Erfurt,RB Leipzig,0,2,2014-02-08T14:00:00,a
SV Wehen Wiesbaden,Wacker Burghausen,2,1,2014-02-08T14:00:00,h
Holstein Kiel,Preußen Münster,3,0,2014-02-08T14:00:00,h
VfB Stuttgart II,Stuttgarter Kickers,0,1,2014-02-09T15:30:00,a
Borussia Dortmund II,Chemnitzer FC,3,0,2014-02-14T18:00:00,h
1. FC Saarbrücken,SpVgg Unterhaching,1,0,2014-02-15T14:00:00,h
Stuttgarter Kickers,VfL Osnabrück,1,0,2014-02-15T14:00:00,h
Hallescher FC,VfB Stuttgart II,3,2,2014-02-15T14:00:00,h
Preußen Münster,SV Elversberg 07,2,1,2014-02-15T14:00:00,h
Wacker Burghausen,Holstein Kiel,1,0,2014-02-15T14:00:00,h
MSV Duisburg,Rot-Weiß Erfurt,3,2,2014-02-15T14:00:00,h
SV Darmstadt 98,Jahn Regensburg,2,1,2014-02-15T14:00:00,h
FC Hansa Rostock,1. FC Heidenheim 1846,0,1,2014-02-15T14:00:00,a
RB Leipzig,SV Wehen Wiesbaden,1,0,2014-02-16T14:00:00,h
VfB Stuttgart II,Preußen Münster,0,0,2014-02-21T19:00:00,d
Borussia Dortmund II,MSV Duisburg,2,0,2014-02-22T14:00:00,h
VfL Osnabrück,Hallescher FC,3,0,2014-02-22T14:00:00,h
SpVgg Unterhaching,Stuttgarter Kickers,2,2,2014-02-22T14:00:00,d
1. FC Heidenheim 1846,1. FC Saarbrücken,2,1,2014-02-22T14:00:00,h
Chemnitzer FC,SV Darmstadt 98,1,1,2014-02-22T14:00:00,d
SV Wehen Wiesbaden,Rot-Weiß Erfurt,1,1,2014-02-22T14:00:00,d
Holstein Kiel,RB Leipzig,0,2,2014-02-22T14:00:00,a
SV Elversberg 07,Wacker Burghausen,1,0,2014-02-22T14:00:00,h
Jahn Regensburg,FC Hansa Rostock,1,1,2014-02-23T14:00:00,d
Rot-Weiß Erfurt,Holstein Kiel,0,0,2014-02-28T19:00:00,d
Hallescher FC,SpVgg Unterhaching,4,2,2014-03-01T14:00:00,h
Preußen Münster,VfL Osnabrück,1,1,2014-03-01T14:00:00,d
Wacker Burghausen,VfB Stuttgart II,2,2,2014-03-01T14:00:00,d
MSV Duisburg,SV Wehen Wiesbaden,0,0,2014-03-01T14:00:00,d
SV Darmstadt 98,Borussia Dortmund II,3,0,2014-03-01T14:00:00,h
FC Hansa Rostock,Chemnitzer FC,1,2,2014-03-01T14:00:00,a
1. FC Saarbrücken,Jahn Regensburg,3,2,2014-03-01T14:00:00,h
Stuttgarter Kickers,1. FC Heidenheim 1846,3,3,2014-03-01T14:00:00,d
RB Leipzig,SV Elversberg 07,2,0,2014-03-02T14:00:00,h
SV Darmstadt 98,MSV Duisburg,1,0,2014-03-07T19:00:00,h
VfB Stuttgart II,RB Leipzig,0,2,2014-03-07T19:00:00,a
1. FC Heidenheim 1846,Hallescher FC,0,0,2014-03-08T14:00:00,d
Jahn Regensburg,Stuttgarter Kickers,0,1,2014-03-08T14:00:00,a
Chemnitzer FC,1. FC Saarbrücken,2,0,2014-03-08T14:00:00,h
Holstein Kiel,SV Wehen Wiesbaden,3,0,2014-03-08T14:00:00,h
SV Elversberg 07,Rot-Weiß Erfurt,2,0,2014-03-08T14:00:00,h
VfL Osnabrück,Wacker Burghausen,2,1,2014-03-08T14:00:00,h
SpVgg Unterhaching,Preußen Münster,1,2,2014-03-08T14:00:00,a
Borussia Dortmund II,FC Hansa Rostock,0,1,2014-03-09T14:00:00,a
Wacker Burghausen,SpVgg Unterhaching,1,0,2014-03-15T14:00:00,h
Rot-Weiß Erfurt,VfB Stuttgart II,4,2,2014-03-15T14:00:00,h
SV Wehen Wiesbaden,SV Elversberg 07,3,0,2014-03-15T14:00:00,h
MSV Duisburg,Holstein Kiel,1,1,2014-03-15T14:00:00,d
FC Hansa Rostock,SV Darmstadt 98,0,1,2014-03-15T14:00:00,a
1. FC Saarbrücken,Borussia Dortmund II,0,1,2014-03-15T14:00:00,a
Stuttgarter Kickers,Chemnitzer FC,0,3,2014-03-15T14:00:00,a
Hallescher FC,Jahn Regensburg,4,1,2014-03-15T14:00:00,h
Preußen Münster,1. FC Heidenheim 1846,2,0,2014-03-15T14:00:00,h
RB Leipzig,VfL Osnabrück,1,0,2014-03-16T14:00:00,h
Borussia Dortmund II,Stuttgarter Kickers,1,1,2014-03-21T19:00:00,d
VfB Stuttgart II,SV Wehen Wiesbaden,1,2,2014-03-21T19:00:00,a
FC Hansa Rostock,MSV Duisburg,0,1,2014-03-22T14:00:00,a
SV Darmstadt 98,1. FC Saarbrücken,1,0,2014-03-22T14:00:00,h
SV Elversberg 07,Holstein Kiel,0,0,2014-03-22T14:00:00,d
VfL Osnabrück,Rot-Weiß Erfurt,1,1,2014-03-22T14:00:00,d
SpVgg Unterhaching,RB Leipzig,1,1,2014-03-22T14:00:00,d
1. FC Heidenheim 1846,Wacker Burghausen,1,0,2014-03-22T14:00:00,h
Jahn Regensburg,Preußen Münster,2,0,2014-03-22T14:00:00,h
Chemnitzer FC,Hallescher FC,1,1,2014-03-23T14:00:00,d
Rot-Weiß Erfurt,SpVgg Unterhaching,2,0,2014-03-25T18:30:00,h
SV Wehen Wiesbaden,VfL Osnabrück,1,0,2014-03-25T19:00:00,h
1. FC Saarbrücken,FC Hansa Rostock,2,0,2014-03-25T19:00:00,h
Stuttgarter Kickers,SV Darmstadt 98,0,0,2014-03-25T19:00:00,d
Wacker Burghausen,Jahn Regensburg,2,2,2014-03-25T19:00:00,h
Hallescher FC,Borussia Dortmund II,0,0,2014-03-26T18:30:00,d
1. FSV Mainz 05 II,Arminia Bielefeld,1,2,2014-07-26T14:00:00,a
Jahn Regensburg,MSV Duisburg,3,1,2014-07-26T14:00:00,h
SV Wehen Wiesbaden,Stuttgarter Kickers,2,1,2014-07-26T14:00:00,h
Holstein Kiel,SpVgg Unterhaching,0,0,2014-07-26T14:00:00,d
FC Rot-Weiss Erfurt,Borussia Dortmund II,1,2,2014-07-26T14:00:00,a
SG Dynamo Dresden,VfB Stuttgart II,2,1,2014-07-26T14:00:00,h
Hallescher FC,Chemnitzer FC,0,3,2014-07-26T14:00:00,a
VfL Osnabrück,Energie Cottbus,1,3,2014-07-26T18:00:00,a
SG Sonnenhof Großaspach,SC Fortuna Köln,2,1,2014-07-27T14:00:00,h
Preußen Münster,FC Hansa Rostock,3,4,2014-07-27T14:00:00,a
VfB Stuttgart II,Preußen Münster,0,3,2014-08-02T14:00:00,a
FC Hansa Rostock,FC Rot-Weiss Erfurt,1,1,2014-08-02T14:00:00,d
Borussia Dortmund II,Holstein Kiel,2,2,2014-08-02T14:00:00,d
SpVgg Unterhaching,SV Wehen Wiesbaden,3,3,2014-08-02T14:00:00,d
Stuttgarter Kickers,Jahn Regensburg,3,1,2014-08-02T14:00:00,h
MSV Duisburg,SG Sonnenhof Großaspach,1,1,2014-08-02T14:00:00,d
SC Fortuna Köln,1. FSV Mainz 05 II,2,2,2014-08-02T14:00:00,d
Arminia Bielefeld,Hallescher FC,1,5,2014-08-02T14:00:00,a
Chemnitzer FC,VfL Osnabrück,2,0,2014-08-02T14:00:00,h
Energie Cottbus,SG Dynamo Dresden,1,3,2014-08-03T14:00:00,a
SG Sonnenhof Großaspach,Stuttgarter Kickers,1,1,2014-08-05T19:00:00,d
Jahn Regensburg,SpVgg Unterhaching,0,2,2014-08-05T19:00:00,a
SV Wehen Wiesbaden,Borussia Dortmund II,1,0,2014-08-05T19:00:00,h
FC Rot-Weiss Erfurt,VfB Stuttgart II,3,1,2014-08-05T19:00:00,h
Chemnitzer FC,Arminia Bielefeld,0,0,2014-08-05T19:00:00,d
VfL Osnabrück,SG Dynamo Dresden,2,2,2014-08-06T18:30:00,d
1. FSV Mainz 05 II,MSV Duisburg,3,4,2014-08-06T19:00:00,a
Holstein Kiel,FC Hansa Rostock,2,0,2014-08-06T19:00:00,h
Preußen Münster,Energie Cottbus,0,0,2014-08-06T19:00:00,d
Hallescher FC,SC Fortuna Köln,0,2,2014-08-06T19:00:00,a
VfB Stuttgart II,Holstein Kiel,1,0,2014-08-09T14:00:00,h
Borussia Dortmund II,Jahn Regensburg,5,1,2014-08-09T14:00:00,h
SpVgg Unterhaching,SG Sonnenhof Großaspach,3,1,2014-08-09T14:00:00,h
Stuttgarter Kickers,1. FSV Mainz 05 II,2,0,2014-08-09T14:00:00,h
MSV Duisburg,Hallescher FC,1,1,2014-08-09T14:00:00,d
Arminia Bielefeld,VfL Osnabrück,1,2,2014-08-09T14:00:00,a
SG Dynamo Dresden,Preußen Münster,3,1,2014-08-09T14:00:00,h
Energie Cottbus,FC Rot-Weiss Erfurt,0,0,2014-08-09T14:00:00,d
FC Hansa Rostock,SV Wehen Wiesbaden,0,1,2014-08-10T14:00:00,a
SC Fortuna Köln,Chemnitzer FC,1,2,2014-08-10T14:00:00,a
SG Sonnenhof Großaspach,Borussia Dortmund II,0,0,2014-08-22T19:00:00,d
SV Wehen Wiesbaden,VfB Stuttgart II,4,1,2014-08-22T19:00:00,h
VfL Osnabrück,Preußen Münster,0,1,2014-08-23T14:00:00,a
1. FSV Mainz 05 II,SpVgg Unterhaching,1,5,2014-08-23T14:00:00,a
Jahn Regensburg,FC Hansa Rostock,4,4,2014-08-23T14:00:00,d
Holstein Kiel,Energie Cottbus,0,1,2014-08-23T14:00:00,a
FC Rot-Weiss Erfurt,SG Dynamo Dresden,2,0,2014-08-23T14:00:00,h
Arminia Bielefeld,SC Fortuna Köln,2,0,2014-08-23T14:00:00,h
Hallescher FC,Stuttgarter Kickers,1,2,2014-08-23T14:00:00,a
Chemnitzer FC,MSV Duisburg,0,0,2014-08-24T14:00:00,d
FC Hansa Rostock,SG Sonnenhof Großaspach,1,3,2014-08-26T19:00:00,a
Borussia Dortmund II,1. FSV Mainz 05 II,1,3,2014-08-26T19:00:00,d
SC Fortuna Köln,VfL Osnabrück,0,1,2014-08-26T19:00:00,a
SG Dynamo Dresden,Holstein Kiel,1,2,2014-08-26T19:00:00,a
Energie Cottbus,SV Wehen Wiesbaden,2,0,2014-08-26T19:00:00,h
VfB Stuttgart II,Jahn Regensburg,1,2,2014-08-27T19:00:00,a
SpVgg Unterhaching,Hallescher FC,0,4,2014-08-27T19:00:00,a
Stuttgarter Kickers,Chemnitzer FC,2,0,2014-08-27T19:00:00,h
MSV Duisburg,Arminia Bielefeld,1,1,2014-08-27T19:00:00,d
Preußen Münster,FC Rot-Weiss Erfurt,2,2,2014-08-27T19:00:00,d
1. FSV Mainz 05 II,FC Hansa Rostock,0,2,2014-08-29T19:00:00,a
VfL Osnabrück,FC Rot-Weiss Erfurt,3,1,2014-08-30T14:00:00,h
SG Sonnenhof Großaspach,VfB Stuttgart II,3,3,2014-08-30T14:00:00,d
Jahn Regensburg,Energie Cottbus,1,1,2014-08-30T14:00:00,d
SV Wehen Wiesbaden,SG Dynamo Dresden,0,2,2014-08-30T14:00:00,d
Holstein Kiel,Preußen Münster,1,1,2014-08-30T14:00:00,d
SC Fortuna Köln,MSV Duisburg,0,1,2014-08-30T14:00:00,a
Chemnitzer FC,SpVgg Unterhaching,2,0,2014-08-30T14:00:00,h
Hallescher FC,Borussia Dortmund II,0,0,2014-08-30T14:00:00,d
Arminia Bielefeld,Stuttgarter Kickers,4,2,2014-08-31T14:00:00,h
FC Hansa Rostock,Hallescher FC,0,1,2014-09-06T14:00:00,a
Stuttgarter Kickers,SC Fortuna Köln,2,0,2014-09-06T14:00:00,h
MSV Duisburg,VfL Osnabrück,3,0,2014-09-06T14:00:00,h
FC Rot-Weiss Erfurt,Holstein Kiel,3,2,2014-09-06T14:00:00,h
SG Dynamo Dresden,Jahn Regensburg,2,1,2014-09-06T14:00:00,h
Preußen Münster,SV Wehen Wiesbaden,3,2,2014-09-07T14:00:00,h
VfB Stuttgart II,1. FSV Mainz 05 II,1,0,2014-09-16T18:00:00,h
Energie Cottbus,SG Sonnenhof Großaspach,2,0,2014-09-16T18:30:00,h
SpVgg Unterhaching,Arminia Bielefeld,1,3,2014-09-16T19:00:00,a
Borussia Dortmund II,Chemnitzer FC,1,3,2014-09-17T19:00:00,a
SV Wehen Wiesbaden,FC Rot-Weiss Erfurt,3,1,2014-09-12T19:00:00,h
VfL Osnabrück,Holstein Kiel,2,1,2014-09-13T14:00:00,h
1. FSV Mainz 05 II,Energie Cottbus,0,0,2014-09-13T14:00:00,d
SG Sonnenhof Großaspach,SG Dynamo Dresden,1,3,2014-09-13T14:00:00,a
Jahn Regensburg,Preußen Münster,0,1,2014-09-13T14:00:00,a
MSV Duisburg,Stuttgarter Kickers,2,0,2014-09-13T14:00:00,h
SC Fortuna Köln,SpVgg Unterhaching,2,0,2014-09-13T14:00:00,h
Arminia Bielefeld,Borussia Dortmund II,3,0,2014-09-13T14:00:00,h
Hallescher FC,VfB Stuttgart II,0,2,2014-09-13T14:00:00,a
Chemnitzer FC,FC Hansa Rostock,2,0,2014-09-14T14:00:00,h
SpVgg Unterhaching,MSV Duisburg,1,1,2014-09-19T19:00:00,d
Stuttgarter Kickers,VfL Osnabrück,1,1,2014-09-19T19:00:00,d
SG Dynamo Dresden,1. FSV Mainz 05 II,1,1,2014-09-19T19:00:00,d
VfB Stuttgart II,Chemnitzer FC,0,0,2014-09-20T14:00:00,d
FC Hansa Rostock,Arminia Bielefeld,4,2,2014-09-20T14:00:00,h
Borussia Dortmund II,SC Fortuna Köln,0,2,2014-09-20T14:00:00,a
Holstein Kiel,SV Wehen Wiesbaden,0,0,2014-09-20T14:00:00,d
FC Rot-Weiss Erfurt,Jahn Regensburg,2,0,2014-09-20T14:00:00,h
Preußen Münster,SG Sonnenhof Großaspach,3,1,2014-09-20T14:00:00,h
Energie Cottbus,Hallescher FC,1,2,2014-09-20T14:00:00,a
