HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
1. FC Kaiserslautern,SG Dynamo Dresden,0,1,2018-04-22T13:30:00,d
Erzgebirge Aue,MSV Duisburg,1,3,2018-04-22T13:30:00,d
Holstein Kiel,1. FC Nürnberg,1,3,2018-04-23T20:30:00,a
VfL Bochum,Erzgebirge Aue,2,1,2018-04-27T18:30:00,d
Arminia Bielefeld,1. FC Kaiserslautern,3,2,2018-04-27T18:30:00,a
SV Darmstadt 98,1. FC Union Berlin,3,1,2018-04-28T13:00:00,h
SG Dynamo Dresden,Fortuna Düsseldorf,1,2,2018-04-28T13:00:00,a
FC St. Pauli,SpVgg Greuther Fürth,3,0,2018-04-28T13:00:00,h
FC Ingolstadt 04,Holstein Kiel,1,5,2018-04-29T13:30:00,d
1. FC Heidenheim 1846,SV Sandhausen,2,0,2018-04-29T13:30:00,h
MSV Duisburg,Jahn Regensburg,4,1,2018-04-29T13:30:00,d
1. FC Nürnberg,Eintracht Braunschweig,2,0,2018-04-30T20:30:00,h
Eintracht Braunschweig,FC Ingolstadt 04,0,2,2018-05-06T15:30:00,d
1. FC Union Berlin,VfL Bochum,3,1,2018-05-06T15:30:00,h
FC St. Pauli,Arminia Bielefeld,1,0,2018-05-06T15:30:00,h
SpVgg Greuther Fürth,MSV Duisburg,2,2,2018-05-06T15:30:00,h
SV Sandhausen,1. FC Nürnberg,0,2,2018-05-06T15:30:00,a
Fortuna Düsseldorf,Holstein Kiel,1,1,2018-05-06T15:30:00,d
1. FC Kaiserslautern,1. FC Heidenheim 1846,1,0,2018-05-06T15:30:00,d
Erzgebirge Aue,SG Dynamo Dresden,0,0,2018-05-06T15:30:00,d
Jahn Regensburg,SV Darmstadt 98,0,3,2018-05-06T15:30:00,a
FC Ingolstadt 04,1. FC Kaiserslautern,1,3,2018-05-13T15:30:00,a
SV Darmstadt 98,Erzgebirge Aue,1,0,2018-05-13T15:30:00,d
SG Dynamo Dresden,1. FC Union Berlin,0,1,2018-05-13T15:30:00,d
1. FC Heidenheim 1846,SpVgg Greuther Fürth,1,1,2018-05-13T15:30:00,d
VfL Bochum,Jahn Regensburg,1,1,2018-05-13T15:30:00,d
1. FC Nürnberg,Fortuna Düsseldorf,2,3,2018-05-13T15:30:00,h
Arminia Bielefeld,SV Sandhausen,0,0,2018-05-13T15:30:00,d
MSV Duisburg,FC St. Pauli,2,0,2018-05-13T15:30:00,h
Holstein Kiel,Eintracht Braunschweig,6,2,2018-05-13T15:30:00,h
Hamburger SV,Holstein Kiel,0,3,2018-08-03T20:30:00,d
VfL Bochum,1. FC Köln,0,2,2018-08-04T13:00:00,a
Jahn Regensburg,FC Ingolstadt 04,2,1,2018-08-04T15:30:00,d
SpVgg Greuther Fürth,SV Sandhausen,3,1,2018-08-04T15:30:00,d
1. FC Magdeburg,FC St. Pauli,1,2,2018-08-05T13:30:00,d
1. FC Union Berlin,Erzgebirge Aue,1,0,2018-08-05T15:30:00,d
SV Darmstadt 98,SC Paderborn 07,1,0,2018-08-05T15:30:00,d
1. FC Heidenheim 1846,Arminia Bielefeld,1,1,2018-08-05T15:30:00,d
SG Dynamo Dresden,MSV Duisburg,1,0,2018-08-06T20:30:00,h
FC Ingolstadt 04,SpVgg Greuther Fürth,1,1,2018-08-10T18:30:00,d
SC Paderborn 07,Jahn Regensburg,2,0,2018-08-10T18:30:00,h
FC St. Pauli,SV Darmstadt 98,2,0,2018-08-10T20:30:00,d
MSV Duisburg,VfL Bochum,0,2,2018-08-11T13:00:00,d
Arminia Bielefeld,SG Dynamo Dresden,2,1,2018-08-11T15:30:00,h
SV Sandhausen,Hamburger SV,0,3,2018-08-12T13:30:00,a
Holstein Kiel,1. FC Heidenheim 1846,1,1,2018-08-12T15:30:00,d
Erzgebirge Aue,1. FC Magdeburg,0,0,2018-08-12T15:30:00,d
1. FC Köln,1. FC Union Berlin,1,1,2018-08-13T20:30:00,h
VfL Bochum,SV Sandhausen,1,0,2018-08-24T18:30:00,d
SV Darmstadt 98,MSV Duisburg,3,0,2018-08-24T18:30:00,d
1. FC Köln,Erzgebirge Aue,3,1,2018-08-25T13:00:00,d
SpVgg Greuther Fürth,SC Paderborn 07,2,2,2018-08-25T13:00:00,d
1. FC Magdeburg,FC Ingolstadt 04,1,1,2018-08-25T13:00:00,d
Jahn Regensburg,Holstein Kiel,0,0,2018-08-26T13:30:00,d
1. FC Union Berlin,FC St. Pauli,4,1,2018-08-26T13:30:00,h
SG Dynamo Dresden,1. FC Heidenheim 1846,1,3,2018-08-26T13:30:00,a
Hamburger SV,Arminia Bielefeld,3,0,2018-08-27T20:30:00,h
FC Ingolstadt 04,Erzgebirge Aue,3,2,2018-08-31T18:30:00,d
SC Paderborn 07,VfL Bochum,2,2,2018-08-31T18:30:00,a
Arminia Bielefeld,Jahn Regensburg,5,3,2018-09-01T13:00:00,h
MSV Duisburg,SpVgg Greuther Fürth,0,1,2018-09-01T13:00:00,a
SV Sandhausen,1. FC Union Berlin,0,0,2018-09-02T13:30:00,d
FC St. Pauli,1. FC Köln,3,5,2018-09-02T13:30:00,d
1. FC Heidenheim 1846,SV Darmstadt 98,0,1,2018-09-02T13:30:00,a
Holstein Kiel,1. FC Magdeburg,2,1,2018-09-03T20:30:00,d
SG Dynamo Dresden,Hamburger SV,0,1,2018-09-18T18:30:00,d
Jahn Regensburg,SG Dynamo Dresden,0,2,2018-09-14T18:30:00,d
1. FC Union Berlin,MSV Duisburg,2,2,2018-09-14T18:30:00,a
Hamburger SV,1. FC Heidenheim 1846,3,2,2018-09-15T13:00:00,a
SV Darmstadt 98,SV Sandhausen,1,1,2018-09-15T13:00:00,d
SpVgg Greuther Fürth,Holstein Kiel,4,1,2018-09-15T13:00:00,d
1. FC Köln,SC Paderborn 07,3,5,2018-09-16T13:30:00,d
VfL Bochum,FC Ingolstadt 04,6,0,2018-09-16T13:30:00,h
Erzgebirge Aue,FC St. Pauli,3,1,2018-09-16T13:30:00,h
1. FC Magdeburg,Arminia Bielefeld,0,0,2018-09-17T20:30:00,d
FC Ingolstadt 04,FC St. Pauli,0,1,2018-09-21T18:30:00,d
SV Sandhausen,1. FC Köln,0,2,2018-09-21T18:30:00,a
Holstein Kiel,VfL Bochum,2,2,2018-09-22T13:00:00,a
Arminia Bielefeld,1. FC Union Berlin,1,1,2018-09-22T13:00:00,a
SG Dynamo Dresden,SV Darmstadt 98,4,1,2018-09-22T13:00:00,d
Hamburger SV,Jahn Regensburg,0,5,2018-09-23T13:30:00,d
MSV Duisburg,Erzgebirge Aue,1,2,2018-09-23T13:30:00,d
1. FC Heidenheim 1846,SpVgg Greuther Fürth,2,0,2018-09-23T13:30:00,d
SC Paderborn 07,1. FC Magdeburg,4,4,2018-09-23T13:30:00,d
1. FC Köln,FC Ingolstadt 04,2,1,2018-09-25T18:30:00,d
VfL Bochum,SG Dynamo Dresden,0,1,2018-09-25T18:30:00,a
1. FC Union Berlin,Holstein Kiel,2,0,2018-09-25T18:30:00,d
SV Darmstadt 98,Arminia Bielefeld,1,2,2018-09-25T18:30:00,d
Jahn Regensburg,1. FC Heidenheim 1846,2,1,2018-09-26T18:30:00,h
FC St. Pauli,SC Paderborn 07,2,1,2018-09-26T18:30:00,d
Erzgebirge Aue,SV Sandhausen,0,2,2018-09-26T18:30:00,a
1. FC Magdeburg,MSV Duisburg,3,3,2018-09-26T18:30:00,d
SpVgg Greuther Fürth,Hamburger SV,0,0,2018-09-27T20:30:00,d
Holstein Kiel,SV Darmstadt 98,4,2,2018-09-28T18:30:00,h
Arminia Bielefeld,1. FC Köln,1,3,2018-09-28T18:30:00,a
MSV Duisburg,Jahn Regensburg,1,3,2018-09-29T13:00:00,a
1. FC Heidenheim 1846,VfL Bochum,3,2,2018-09-29T13:00:00,a
SC Paderborn 07,Erzgebirge Aue,1,0,2018-09-29T13:00:00,h
Hamburger SV,FC St. Pauli,0,0,2018-09-30T13:30:00,d
SV Sandhausen,1. FC Magdeburg,0,1,2018-09-30T13:30:00,d
SG Dynamo Dresden,SpVgg Greuther Fürth,0,1,2018-09-30T13:30:00,d
FC Ingolstadt 04,1. FC Union Berlin,1,2,2018-10-01T20:30:00,a
VfL Bochum,Arminia Bielefeld,1,0,2018-10-05T18:30:00,h
SV Darmstadt 98,Hamburger SV,1,2,2018-10-05T18:30:00,a
SpVgg Greuther Fürth,Jahn Regensburg,1,1,2018-10-06T13:00:00,d
Erzgebirge Aue,Holstein Kiel,2,1,2018-10-06T13:00:00,a
1. FC Magdeburg,SG Dynamo Dresden,2,2,2018-10-06T13:00:00,a
1. FC Union Berlin,1. FC Heidenheim 1846,1,1,2018-10-07T13:30:00,d
FC Ingolstadt 04,SC Paderborn 07,1,2,2018-10-07T13:30:00,a
FC St. Pauli,SV Sandhausen,3,1,2018-10-07T13:30:00,h
1. FC Köln,MSV Duisburg,1,2,2018-10-08T20:30:00,d
SV Sandhausen,FC Ingolstadt 04,4,0,2018-10-19T18:30:00,h
SG Dynamo Dresden,Erzgebirge Aue,1,1,2018-10-19T18:30:00,d
Holstein Kiel,1. FC Köln,1,1,2018-10-20T13:00:00,a
Arminia Bielefeld,SpVgg Greuther Fürth,2,3,2018-10-20T13:00:00,h
1. FC Heidenheim 1846,1. FC Magdeburg,3,0,2018-10-20T13:00:00,h
Hamburger SV,VfL Bochum,0,0,2018-10-21T13:30:00,d
Jahn Regensburg,SV Darmstadt 98,1,1,2018-10-21T13:30:00,a
SC Paderborn 07,1. FC Union Berlin,0,0,2018-10-21T13:30:00,d
MSV Duisburg,FC St. Pauli,0,1,2018-10-22T20:30:00,d
SV Darmstadt 98,SpVgg Greuther Fürth,2,0,2018-10-26T18:30:00,h
1. FC Magdeburg,Hamburger SV,0,1,2018-10-26T18:30:00,d
1. FC Köln,1. FC Heidenheim 1846,1,1,2018-10-27T13:00:00,a
Erzgebirge Aue,Arminia Bielefeld,1,0,2018-10-27T13:00:00,d
SC Paderborn 07,SV Sandhausen,3,3,2018-10-27T13:00:00,a
1. FC Union Berlin,SG Dynamo Dresden,0,0,2018-10-28T13:30:00,d
FC Ingolstadt 04,MSV Duisburg,1,1,2018-10-28T13:30:00,d
FC St. Pauli,Holstein Kiel,0,1,2018-10-28T13:30:00,d
VfL Bochum,Jahn Regensburg,3,3,2018-10-29T20:30:00,d
SG Dynamo Dresden,SV Sandhausen,3,1,2018-11-02T18:30:00,h
SpVgg Greuther Fürth,VfL Bochum,2,2,2018-11-02T18:30:00,a
Holstein Kiel,FC Ingolstadt 04,2,2,2018-11-03T13:00:00,d
MSV Duisburg,SC Paderborn 07,2,0,2018-11-03T13:00:00,h
SV Darmstadt 98,1. FC Magdeburg,3,1,2018-11-03T13:00:00,h
Arminia Bielefeld,FC St. Pauli,1,2,2018-11-04T13:30:00,h
Jahn Regensburg,1. FC Union Berlin,1,1,2018-11-04T13:30:00,d
1. FC Heidenheim 1846,Erzgebirge Aue,1,0,2018-11-04T13:30:00,d
Hamburger SV,1. FC Köln,1,0,2018-11-05T20:30:00,d
SV Sandhausen,MSV Duisburg,0,0,2018-11-09T18:30:00,d
SC Paderborn 07,Holstein Kiel,4,4,2018-11-09T18:30:00,h
1. FC Köln,SG Dynamo Dresden,8,1,2018-11-10T13:00:00,h
FC St. Pauli,1. FC Heidenheim 1846,1,1,2018-11-10T13:00:00,d
Erzgebirge Aue,Hamburger SV,1,3,2018-11-10T13:00:00,d
1. FC Union Berlin,SpVgg Greuther Fürth,4,0,2018-11-11T13:30:00,h
FC Ingolstadt 04,Arminia Bielefeld,1,1,2018-11-11T13:30:00,d
1. FC Magdeburg,Jahn Regensburg,2,3,2018-11-11T13:30:00,d
VfL Bochum,SV Darmstadt 98,1,0,2018-11-12T20:30:00,d
Arminia Bielefeld,MSV Duisburg,0,1,2018-11-23T18:30:00,d
SpVgg Greuther Fürth,1. FC Magdeburg,3,2,2018-11-23T18:30:00,d
Holstein Kiel,SV Sandhausen,2,1,2018-11-24T13:00:00,d
VfL Bochum,Erzgebirge Aue,2,1,2018-11-24T13:00:00,d
SV Darmstadt 98,1. FC Köln,0,3,2018-11-24T13:00:00,d
Jahn Regensburg,FC St. Pauli,1,1,2018-11-25T13:30:00,a
1. FC Heidenheim 1846,SC Paderborn 07,1,5,2018-11-25T13:30:00,a
SG Dynamo Dresden,FC Ingolstadt 04,2,0,2018-11-25T13:30:00,h
Hamburger SV,1. FC Union Berlin,2,2,2018-11-26T20:30:00,a
Erzgebirge Aue,Jahn Regensburg,1,1,2018-11-30T18:30:00,d
SC Paderborn 07,Arminia Bielefeld,2,2,2018-11-30T18:30:00,d
1. FC Köln,SpVgg Greuther Fürth,4,0,2018-12-01T13:00:00,h
1. FC Union Berlin,SV Darmstadt 98,3,1,2018-12-01T13:00:00,h
FC Ingolstadt 04,Hamburger SV,1,2,2018-12-01T13:00:00,a
FC St. Pauli,SG Dynamo Dresden,1,1,2018-12-01T13:00:00,d
MSV Duisburg,Holstein Kiel,0,4,2018-12-02T13:30:00,d
SV Sandhausen,1. FC Heidenheim 1846,1,2,2018-12-02T13:30:00,a
1. FC Magdeburg,VfL Bochum,0,0,2018-12-02T13:30:00,d
Hamburger SV,SC Paderborn 07,1,0,2018-12-07T18:30:00,h
Jahn Regensburg,1. FC Köln,1,3,2018-12-07T18:30:00,a
SV Darmstadt 98,FC Ingolstadt 04,1,1,2018-12-08T13:00:00,a
1. FC Heidenheim 1846,MSV Duisburg,4,1,2018-12-08T13:00:00,h
SpVgg Greuther Fürth,Erzgebirge Aue,0,5,2018-12-08T13:00:00,a
Arminia Bielefeld,SV Sandhausen,1,1,2018-12-09T13:30:00,d
SG Dynamo Dresden,Holstein Kiel,0,2,2018-12-09T13:30:00,a
1. FC Magdeburg,1. FC Union Berlin,1,1,2018-12-09T13:30:00,h
VfL Bochum,FC St. Pauli,1,3,2018-12-10T20:30:00,a
Holstein Kiel,Arminia Bielefeld,1,2,2018-12-14T18:30:00,a
MSV Duisburg,Hamburger SV,1,2,2018-12-14T18:30:00,a
1. FC Union Berlin,VfL Bochum,2,0,2018-12-15T13:00:00,d
FC St. Pauli,SpVgg Greuther Fürth,2,0,2018-12-15T13:00:00,d
SC Paderborn 07,SG Dynamo Dresden,3,0,2018-12-15T13:00:00,d
FC Ingolstadt 04,1. FC Heidenheim 1846,1,1,2018-12-16T13:30:00,h
SV Sandhausen,Jahn Regensburg,2,2,2018-12-16T13:30:00,h
Erzgebirge Aue,SV Darmstadt 98,2,2,2018-12-16T13:30:00,d
1. FC Köln,1. FC Magdeburg,3,0,2018-12-17T20:30:00,h
1. FC Köln,VfL Bochum,2,3,2018-12-21T18:30:00,d
SV Sandhausen,SpVgg Greuther Fürth,0,0,2018-12-21T18:30:00,d
Arminia Bielefeld,1. FC Heidenheim 1846,1,2,2018-12-22T13:00:00,d
FC Ingolstadt 04,Jahn Regensburg,1,2,2018-12-22T13:00:00,d
FC St. Pauli,1. FC Magdeburg,4,1,2018-12-22T13:00:00,d
Holstein Kiel,Hamburger SV,3,1,2018-12-23T13:30:00,h
MSV Duisburg,SG Dynamo Dresden,1,3,2018-12-23T13:30:00,a
Erzgebirge Aue,1. FC Union Berlin,3,0,2018-12-23T13:30:00,h
SC Paderborn 07,SV Darmstadt 98,6,2,2018-12-23T13:30:00,d
VfL Bochum,MSV Duisburg,2,1,2019-01-29T18:30:00,h
SV Darmstadt 98,FC St. Pauli,2,1,2019-01-29T20:30:00,a
SpVgg Greuther Fürth,FC Ingolstadt 04,0,1,2019-01-29T20:30:00,d
1. FC Magdeburg,Erzgebirge Aue,1,0,2019-01-29T20:30:00,h
Jahn Regensburg,SC Paderborn 07,2,0,2019-01-30T18:30:00,d
Hamburger SV,SV Sandhausen,2,1,2019-01-30T20:30:00,h
1. FC Heidenheim 1846,Holstein Kiel,2,2,2019-01-30T20:30:00,h
SG Dynamo Dresden,Arminia Bielefeld,3,4,2019-01-30T20:30:00,h
1. FC Union Berlin,1. FC Köln,2,0,2019-01-31T20:30:00,h
MSV Duisburg,SV Darmstadt 98,3,2,2019-02-01T18:30:00,h
FC Ingolstadt 04,1. FC Magdeburg,0,1,2019-02-01T18:30:00,d
Arminia Bielefeld,Hamburger SV,2,0,2019-02-02T13:00:00,h
1. FC Heidenheim 1846,SG Dynamo Dresden,1,0,2019-02-02T13:00:00,h
SC Paderborn 07,SpVgg Greuther Fürth,6,0,2019-02-02T13:00:00,h
Holstein Kiel,Jahn Regensburg,2,0,2019-02-03T13:30:00,h
SV Sandhausen,VfL Bochum,3,0,2019-02-03T13:30:00,d
FC St. Pauli,1. FC Union Berlin,3,2,2019-02-04T20:30:00,h
Erzgebirge Aue,1. FC Köln,0,1,2019-02-27T19:00:00,a
1. FC Köln,FC St. Pauli,4,1,2019-02-08T18:30:00,d
Jahn Regensburg,Arminia Bielefeld,0,3,2019-02-08T18:30:00,a
VfL Bochum,SC Paderborn 07,1,2,2019-02-09T13:00:00,a
1. FC Union Berlin,SV Sandhausen,2,0,2019-02-09T13:00:00,h
SpVgg Greuther Fürth,MSV Duisburg,1,0,2019-02-09T13:00:00,d
SV Darmstadt 98,1. FC Heidenheim 1846,1,2,2019-02-10T13:30:00,a
Erzgebirge Aue,FC Ingolstadt 04,0,3,2019-02-10T13:30:00,a
1. FC Magdeburg,Holstein Kiel,1,1,2019-02-10T13:30:00,d
Hamburger SV,SG Dynamo Dresden,1,0,2019-02-11T20:30:00,d
SV Sandhausen,SV Darmstadt 98,1,1,2019-02-15T18:30:00,d
SC Paderborn 07,1. FC Köln,3,2,2019-02-15T18:30:00,a
MSV Duisburg,1. FC Union Berlin,2,3,2019-02-16T13:00:00,d
FC Ingolstadt 04,VfL Bochum,2,1,2019-02-16T13:00:00,h
FC St. Pauli,Erzgebirge Aue,1,2,2019-02-16T13:00:00,d
1. FC Heidenheim 1846,Hamburger SV,2,2,2019-02-16T13:00:00,d
Holstein Kiel,SpVgg Greuther Fürth,2,2,2019-02-17T13:30:00,d
Arminia Bielefeld,1. FC Magdeburg,1,3,2019-02-17T13:30:00,a
SG Dynamo Dresden,Jahn Regensburg,0,0,2019-02-17T13:30:00,d
1. FC Union Berlin,Arminia Bielefeld,1,1,2019-02-22T18:30:00,h
SpVgg Greuther Fürth,1. FC Heidenheim 1846,0,0,2019-02-22T18:30:00,d
1. FC Köln,SV Sandhausen,3,1,2019-02-23T13:00:00,a
VfL Bochum,Holstein Kiel,1,3,2019-02-23T13:00:00,a
SV Darmstadt 98,SG Dynamo Dresden,2,0,2019-02-23T13:00:00,h
FC St. Pauli,FC Ingolstadt 04,1,0,2019-02-23T13:00:00,d
Jahn Regensburg,Hamburger SV,2,1,2019-02-24T13:30:00,a
Erzgebirge Aue,MSV Duisburg,0,0,2019-02-24T13:30:00,d
1. FC Magdeburg,SC Paderborn 07,1,1,2019-02-24T13:30:00,h
Holstein Kiel,1. FC Union Berlin,0,2,2019-03-01T18:30:00,a
MSV Duisburg,1. FC Magdeburg,1,0,2019-03-01T18:30:00,d
SV Sandhausen,Erzgebirge Aue,0,3,2019-03-02T13:00:00,a
1. FC Heidenheim 1846,Jahn Regensburg,1,2,2019-03-02T13:00:00,a
SC Paderborn 07,FC St. Pauli,0,1,2019-03-02T13:00:00,d
Arminia Bielefeld,SV Darmstadt 98,1,0,2019-03-03T13:30:00,h
FC Ingolstadt 04,1. FC Köln,1,2,2019-03-03T13:30:00,a
SG Dynamo Dresden,VfL Bochum,2,2,2019-03-03T13:30:00,a
Hamburger SV,SpVgg Greuther Fürth,1,0,2019-03-04T20:30:00,d
VfL Bochum,1. FC Heidenheim 1846,1,0,2019-03-08T18:30:00,d
1. FC Union Berlin,FC Ingolstadt 04,2,0,2019-03-08T18:30:00,h
1. FC Köln,Arminia Bielefeld,5,1,2019-03-09T13:00:00,h
Jahn Regensburg,MSV Duisburg,1,1,2019-03-09T13:00:00,h
SV Darmstadt 98,Holstein Kiel,3,2,2019-03-09T13:00:00,h
Erzgebirge Aue,SC Paderborn 07,2,1,2019-03-09T13:00:00,h
FC St. Pauli,Hamburger SV,0,4,2019-03-10T13:30:00,a
1. FC Magdeburg,SV Sandhausen,0,1,2019-03-10T13:30:00,d
SpVgg Greuther Fürth,SG Dynamo Dresden,0,0,2019-03-27T19:00:00,d
Holstein Kiel,Erzgebirge Aue,5,1,2019-03-15T18:30:00,h
1. FC Heidenheim 1846,1. FC Union Berlin,2,1,2019-03-15T18:30:00,a
Hamburger SV,SV Darmstadt 98,2,3,2019-03-16T13:00:00,h
SV Sandhausen,FC St. Pauli,4,0,2019-03-16T13:00:00,h
SG Dynamo Dresden,1. FC Magdeburg,1,1,2019-03-16T13:00:00,a
Arminia Bielefeld,VfL Bochum,3,1,2019-03-17T13:30:00,d
SC Paderborn 07,FC Ingolstadt 04,3,1,2019-03-17T13:30:00,d
Jahn Regensburg,SpVgg Greuther Fürth,0,2,2019-03-18T20:30:00,d
MSV Duisburg,1. FC Köln,4,4,2019-04-10T18:30:00,h
FC St. Pauli,MSV Duisburg,0,0,2019-03-29T18:30:00,d
1. FC Magdeburg,1. FC Heidenheim 1846,0,0,2019-03-29T18:30:00,d
VfL Bochum,Hamburger SV,0,0,2019-03-30T13:00:00,d
1. FC Union Berlin,SC Paderborn 07,1,3,2019-03-30T13:00:00,a
SV Darmstadt 98,Jahn Regensburg,1,1,2019-03-30T13:00:00,d
1. FC Köln,Holstein Kiel,4,0,2019-03-31T13:30:00,h
FC Ingolstadt 04,SV Sandhausen,1,2,2019-03-31T13:30:00,h
SpVgg Greuther Fürth,Arminia Bielefeld,2,2,2019-03-31T13:30:00,h
Erzgebirge Aue,SG Dynamo Dresden,1,3,2019-04-01T20:30:00,h
Arminia Bielefeld,Erzgebirge Aue,2,1,2019-04-05T18:30:00,h
Jahn Regensburg,VfL Bochum,2,1,2019-04-05T18:30:00,d
Holstein Kiel,FC St. Pauli,2,1,2019-04-06T13:00:00,a
MSV Duisburg,FC Ingolstadt 04,2,4,2019-04-06T13:00:00,a
SV Sandhausen,SC Paderborn 07,1,1,2019-04-06T13:00:00,h
1. FC Heidenheim 1846,1. FC Köln,0,2,2019-04-07T13:30:00,a
SG Dynamo Dresden,1. FC Union Berlin,0,0,2019-04-07T13:30:00,d
SpVgg Greuther Fürth,SV Darmstadt 98,2,1,2019-04-07T13:30:00,d
Hamburger SV,1. FC Magdeburg,1,2,2019-04-08T20:30:00,h
1. FC Union Berlin,Jahn Regensburg,2,2,2019-04-12T18:30:00,d
Erzgebirge Aue,1. FC Heidenheim 1846,0,1,2019-04-12T18:30:00,a
SV Sandhausen,SG Dynamo Dresden,3,1,2019-04-13T13:00:00,d
1. FC Magdeburg,SV Darmstadt 98,0,1,2019-04-13T13:00:00,d
SC Paderborn 07,MSV Duisburg,4,0,2019-04-13T13:00:00,h
VfL Bochum,SpVgg Greuther Fürth,3,2,2019-04-14T13:30:00,a
FC Ingolstadt 04,Holstein Kiel,1,1,2019-04-14T13:30:00,h
FC St. Pauli,Arminia Bielefeld,1,1,2019-04-14T13:30:00,a
1. FC Köln,Hamburger SV,1,1,2019-04-15T20:30:00,h
Hamburger SV,Erzgebirge Aue,1,1,2019-04-20T13:00:00,a
Holstein Kiel,SC Paderborn 07,1,2,2019-04-20T13:00:00,d
MSV Duisburg,SV Sandhausen,2,2,2019-04-20T13:00:00,a
SpVgg Greuther Fürth,1. FC Union Berlin,1,1,2019-04-20T13:00:00,a
Arminia Bielefeld,FC Ingolstadt 04,1,3,2019-04-21T13:30:00,a
Jahn Regensburg,1. FC Magdeburg,1,0,2019-04-21T13:30:00,h
SV Darmstadt 98,VfL Bochum,0,0,2019-04-21T13:30:00,d
1. FC Heidenheim 1846,FC St. Pauli,3,0,2019-04-21T13:30:00,h
SG Dynamo Dresden,1. FC Köln,3,0,2019-04-21T13:30:00,h
1. FC Köln,SV Darmstadt 98,1,2,2019-04-26T18:30:00,a
FC Ingolstadt 04,SG Dynamo Dresden,1,0,2019-04-26T18:30:00,d
SV Sandhausen,Holstein Kiel,3,2,2019-04-27T13:00:00,d
FC St. Pauli,Jahn Regensburg,4,3,2019-04-27T13:00:00,a
1. FC Magdeburg,SpVgg Greuther Fürth,2,1,2019-04-27T13:00:00,h
1. FC Union Berlin,Hamburger SV,2,0,2019-04-28T13:30:00,d
Erzgebirge Aue,VfL Bochum,3,2,2019-04-28T13:30:00,h
SC Paderborn 07,1. FC Heidenheim 1846,3,1,2019-04-28T13:30:00,d
MSV Duisburg,Arminia Bielefeld,2,2,2019-04-29T20:30:00,d
Arminia Bielefeld,SC Paderborn 07,2,0,2019-05-03T18:30:00,h
SG Dynamo Dresden,FC St. Pauli,2,1,2019-05-03T18:30:00,h
Hamburger SV,FC Ingolstadt 04,0,3,2019-05-04T13:00:00,a
VfL Bochum,1. FC Magdeburg,4,2,2019-05-04T13:00:00,h
1. FC Heidenheim 1846,SV Sandhausen,2,3,2019-05-04T13:00:00,h
Holstein Kiel,MSV Duisburg,0,2,2019-05-05T13:30:00,d
Jahn Regensburg,Erzgebirge Aue,1,3,2019-05-05T13:30:00,d
SV Darmstadt 98,1. FC Union Berlin,2,1,2019-05-05T13:30:00,d
SpVgg Greuther Fürth,1. FC Köln,0,4,2019-05-06T20:30:00,a
1. FC Köln,Jahn Regensburg,3,5,2019-05-12T15:30:00,a
Holstein Kiel,SG Dynamo Dresden,3,0,2019-05-12T15:30:00,h
MSV Duisburg,1. FC Heidenheim 1846,3,4,2019-05-12T15:30:00,a
1. FC Union Berlin,1. FC Magdeburg,3,0,2019-05-12T15:30:00,h
FC Ingolstadt 04,SV Darmstadt 98,3,0,2019-05-12T15:30:00,h
SV Sandhausen,Arminia Bielefeld,0,3,2019-05-12T15:30:00,a
FC St. Pauli,VfL Bochum,0,0,2019-05-12T15:30:00,d
Erzgebirge Aue,SpVgg Greuther Fürth,1,1,2019-05-12T15:30:00,d
SC Paderborn 07,Hamburger SV,4,1,2019-05-12T15:30:00,h
Hamburger SV,MSV Duisburg,3,0,2019-05-19T15:30:00,d
Arminia Bielefeld,Holstein Kiel,1,0,2019-05-19T15:30:00,d
Jahn Regensburg,SV Sandhausen,2,2,2019-05-19T15:30:00,d
VfL Bochum,1. FC Union Berlin,2,2,2019-05-19T15:30:00,d
SV Darmstadt 98,Erzgebirge Aue,1,0,2019-05-19T15:30:00,d
1. FC Heidenheim 1846,FC Ingolstadt 04,4,2,2019-05-19T15:30:00,d
SG Dynamo Dresden,SC Paderborn 07,3,1,2019-05-19T15:30:00,d
SpVgg Greuther Fürth,FC St. Pauli,2,1,2019-05-19T15:30:00,d
1. FC Magdeburg,1. FC Köln,1,1,2019-05-19T15:30:00,d
VfB Stuttgart,Hannover 96,2,1,2019-07-26T20:30:00,h
SG Dynamo Dresden,1. FC Nürnberg,0,1,2019-07-27T13:00:00,a
Holstein Kiel,SV Sandhausen,1,1,2019-07-27T15:30:00,d
VfL Osnabrück,1. FC Heidenheim 1846,1,3,2019-07-27T15:30:00,a
Hamburger SV,SV Darmstadt 98,1,1,2019-07-28T13:30:00,d
Jahn Regensburg,VfL Bochum,3,1,2019-07-28T15:30:00,h
SpVgg Greuther Fürth,Erzgebirge Aue,0,2,2019-07-28T15:30:00,a
SV Wehen Wiesbaden,Karlsruher SC,1,2,2019-07-28T15:30:00,a
Arminia Bielefeld,FC St. Pauli,1,1,2019-07-29T20:30:00,d
VfL Bochum,Arminia Bielefeld,3,3,2019-08-02T18:30:00,d
SV Sandhausen,VfL Osnabrück,0,1,2019-08-02T18:30:00,a
FC St. Pauli,SpVgg Greuther Fürth,1,3,2019-08-02T20:30:00,a
Karlsruher SC,SG Dynamo Dresden,4,2,2019-08-03T13:00:00,h
Hannover 96,Jahn Regensburg,1,1,2019-08-03T15:30:00,d
