HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
SC Paderborn 07,FSV Frankfurt,4,2,2013-10-18T18:30:00,h
SV Sandhausen,SG Dynamo Dresden,0,0,2013-10-19T13:00:00,d
FC Erzgebirge Aue,VfL Bochum,2,1,2013-10-19T13:00:00,a
SpVgg Greuther Fürth,FC St. Pauli,2,4,2013-10-20T13:30:00,a
1. FC Kaiserslautern,Karlsruher SC,2,2,2013-10-20T13:30:00,d
FC Ingolstadt 04,Fortuna Düsseldorf,1,2,2013-10-20T13:30:00,a
1. FC Köln,TSV 1860 München,0,0,2013-10-21T20:15:00,d
SpVgg Greuther Fürth,FC Ingolstadt 04,0,1,2013-10-25T18:30:00,a
FC St. Pauli,SV Sandhausen,0,0,2013-10-25T18:30:00,d
Arminia Bielefeld,1. FC Köln,0,1,2013-10-25T18:30:00,a
Fortuna Düsseldorf,SC Paderborn 07,1,6,2013-10-26T13:00:00,a
FSV Frankfurt,VfR Aalen,0,0,2013-10-26T13:00:00,d
1. FC Union Berlin,FC Erzgebirge Aue,1,0,2013-10-27T13:30:00,h
SG Dynamo Dresden,Energie Cottbus,1,0,2013-10-27T13:30:00,h
Karlsruher SC,TSV 1860 München,2,1,2013-10-27T13:30:00,h
VfL Bochum,1. FC Kaiserslautern,0,0,2013-10-28T20:15:00,d
Energie Cottbus,VfL Bochum,0,1,2013-11-01T18:30:00,a
VfR Aalen,Fortuna Düsseldorf,1,0,2013-11-01T18:30:00,h
SC Paderborn 07,FC Ingolstadt 04,1,1,2013-11-01T18:30:00,d
1. FC Kaiserslautern,FC St. Pauli,4,1,2013-11-02T13:00:00,h
FC Erzgebirge Aue,SpVgg Greuther Fürth,2,6,2013-11-02T13:00:00,a
TSV 1860 München,SG Dynamo Dresden,1,3,2013-11-03T13:30:00,a
SV Sandhausen,FSV Frankfurt,2,0,2013-11-03T13:30:00,h
Karlsruher SC,Arminia Bielefeld,3,1,2013-11-03T13:30:00,d
1. FC Köln,1. FC Union Berlin,4,0,2013-11-04T20:15:00,h
SpVgg Greuther Fürth,SC Paderborn 07,3,0,2013-11-08T18:30:00,h
FSV Frankfurt,1. FC Kaiserslautern,0,4,2013-11-08T18:30:00,a
FC Ingolstadt 04,VfR Aalen,2,0,2013-11-08T18:30:00,h
1. FC Union Berlin,Karlsruher SC,0,0,2013-11-09T13:00:00,d
Arminia Bielefeld,TSV 1860 München,0,1,2013-11-09T13:00:00,a
Fortuna Düsseldorf,SV Sandhausen,1,0,2013-11-10T13:30:00,h
VfL Bochum,1. FC Köln,1,0,2013-11-10T13:30:00,h
SG Dynamo Dresden,FC Erzgebirge Aue,1,1,2013-11-10T13:30:00,d
FC St. Pauli,Energie Cottbus,3,0,2013-11-11T20:15:00,h
Energie Cottbus,FSV Frankfurt,1,4,2013-11-22T18:30:00,a
SV Sandhausen,SC Paderborn 07,3,2,2013-11-22T18:30:00,d
Arminia Bielefeld,VfL Bochum,0,2,2013-11-22T18:30:00,a
1. FC Kaiserslautern,1. FC Union Berlin,3,0,2013-11-23T13:00:00,h
1. FC Köln,FC Ingolstadt 04,0,1,2013-11-23T13:00:00,a
VfR Aalen,FC St. Pauli,0,1,2013-11-24T13:30:00,a
FC Erzgebirge Aue,Fortuna Düsseldorf,3,0,2013-11-24T13:30:00,h
Karlsruher SC,SG Dynamo Dresden,3,0,2013-11-24T13:30:00,h
TSV 1860 München,SpVgg Greuther Fürth,1,0,2013-11-25T20:15:00,h
Fortuna Düsseldorf,Karlsruher SC,0,2,2013-11-29T18:30:00,a
1. FC Union Berlin,VfR Aalen,1,3,2013-11-29T18:30:00,d
FC St. Pauli,1. FC Köln,0,3,2013-11-29T18:30:00,a
FC Ingolstadt 04,SV Sandhausen,0,2,2013-11-30T13:00:00,a
SG Dynamo Dresden,1. FC Kaiserslautern,3,2,2013-11-30T13:00:00,d
SpVgg Greuther Fürth,Energie Cottbus,1,0,2013-12-01T13:30:00,h
SC Paderborn 07,FC Erzgebirge Aue,1,1,2013-12-01T13:30:00,d
VfL Bochum,TSV 1860 München,1,2,2013-12-01T13:30:00,a
FSV Frankfurt,Arminia Bielefeld,1,2,2013-12-02T20:15:00,a
FC Erzgebirge Aue,FC St. Pauli,0,2,2013-12-06T18:30:00,a
Karlsruher SC,VfL Bochum,0,0,2013-12-06T18:30:00,d
Arminia Bielefeld,SG Dynamo Dresden,1,1,2013-12-06T18:30:00,d
1. FC Köln,FSV Frankfurt,2,0,2013-12-07T13:00:00,d
TSV 1860 München,1. FC Union Berlin,2,1,2013-12-07T13:00:00,d
Energie Cottbus,FC Ingolstadt 04,1,2,2013-12-08T13:30:00,a
VfR Aalen,SC Paderborn 07,2,4,2013-12-08T13:30:00,a
SV Sandhausen,SpVgg Greuther Fürth,1,3,2013-12-08T13:30:00,a
1. FC Kaiserslautern,Fortuna Düsseldorf,0,1,2013-12-09T15:15:00,a
1. FC Kaiserslautern,SC Paderborn 07,0,1,2013-12-13T18:30:00,a
1. FC Köln,SG Dynamo Dresden,3,1,2013-12-13T18:30:00,h
VfR Aalen,SV Sandhausen,0,0,2013-12-13T18:30:00,d
Energie Cottbus,Fortuna Düsseldorf,1,3,2013-12-14T13:00:00,a
VfL Bochum,1. FC Union Berlin,0,4,2013-12-14T13:00:00,a
FC Erzgebirge Aue,FC Ingolstadt 04,0,0,2013-12-15T13:30:00,d
Karlsruher SC,FSV Frankfurt,3,3,2013-12-15T13:30:00,d
Arminia Bielefeld,SpVgg Greuther Fürth,4,1,2013-12-15T13:30:00,h
TSV 1860 München,FC St. Pauli,0,2,2013-12-16T20:15:00,a
FC St. Pauli,Karlsruher SC,0,2,2013-12-20T18:30:00,a
SV Sandhausen,FC Erzgebirge Aue,1,0,2013-12-20T18:30:00,h
SG Dynamo Dresden,VfL Bochum,0,0,2013-12-20T18:30:00,d
FSV Frankfurt,TSV 1860 München,2,2,2013-12-21T13:00:00,d
1. FC Union Berlin,Arminia Bielefeld,4,2,2013-12-21T13:00:00,h
SpVgg Greuther Fürth,VfR Aalen,1,0,2013-12-22T13:30:00,h
SC Paderborn 07,Energie Cottbus,1,0,2013-12-22T13:30:00,h
Fortuna Düsseldorf,1. FC Köln,2,3,2013-12-22T14:00:00,a
FC Ingolstadt 04,1. FC Kaiserslautern,1,2,2013-12-23T20:15:00,a
Energie Cottbus,SV Sandhausen,0,1,2014-02-07T18:30:00,d
VfR Aalen,FC Erzgebirge Aue,2,2,2014-02-07T18:30:00,d
VfL Bochum,FSV Frankfurt,1,2,2014-02-07T18:30:00,a
1. FC Kaiserslautern,SpVgg Greuther Fürth,2,1,2014-02-08T13:00:00,h
1. FC Union Berlin,SG Dynamo Dresden,0,0,2014-02-08T13:00:00,d
1. FC Köln,SC Paderborn 07,0,1,2014-02-09T13:30:00,a
Karlsruher SC,FC Ingolstadt 04,1,1,2014-02-09T13:30:00,d
Arminia Bielefeld,FC St. Pauli,2,2,2014-02-09T13:30:00,a
TSV 1860 München,Fortuna Düsseldorf,1,1,2014-02-10T20:15:00,d
Fortuna Düsseldorf,1. FC Union Berlin,1,1,2014-02-14T18:30:00,d
SpVgg Greuther Fürth,Karlsruher SC,1,1,2014-02-14T18:30:00,d
FC Ingolstadt 04,TSV 1860 München,2,0,2014-02-14T18:30:00,h
FSV Frankfurt,SG Dynamo Dresden,3,2,2014-02-15T13:00:00,a
FC St. Pauli,VfL Bochum,0,1,2014-02-15T13:00:00,a
VfR Aalen,Energie Cottbus,2,2,2014-02-16T13:30:00,d
SV Sandhausen,1. FC Köln,0,1,2014-02-16T13:30:00,a
SC Paderborn 07,Arminia Bielefeld,4,0,2014-02-16T13:30:00,h
FC Erzgebirge Aue,1. FC Kaiserslautern,1,0,2014-02-17T20:15:00,h
1. FC Union Berlin,FSV Frankfurt,2,0,2014-02-21T18:30:00,h
Energie Cottbus,FC Erzgebirge Aue,2,3,2014-02-21T18:30:00,a
Arminia Bielefeld,FC Ingolstadt 04,0,2,2014-02-21T18:30:00,a
TSV 1860 München,SC Paderborn 07,2,2,2014-02-22T13:00:00,d
Karlsruher SC,SV Sandhausen,2,1,2014-02-22T13:00:00,h
1. FC Kaiserslautern,VfR Aalen,1,2,2014-02-23T13:30:00,a
VfL Bochum,Fortuna Düsseldorf,0,0,2014-02-23T13:30:00,d
SG Dynamo Dresden,FC St. Pauli,1,2,2014-02-23T13:30:00,a
1. FC Köln,SpVgg Greuther Fürth,1,1,2014-02-24T20:15:00,h
Fortuna Düsseldorf,Arminia Bielefeld,2,0,2014-02-28T18:30:00,h
Energie Cottbus,1. FC Kaiserslautern,1,0,2014-02-28T18:30:00,h
SC Paderborn 07,VfL Bochum,4,1,2014-02-28T18:30:00,h
SV Sandhausen,TSV 1860 München,0,0,2014-03-01T13:00:00,d
FC Erzgebirge Aue,1. FC Köln,2,2,2014-03-01T13:00:00,d
SpVgg Greuther Fürth,FSV Frankfurt,3,2,2014-03-02T13:30:00,h
VfR Aalen,Karlsruher SC,1,0,2014-03-02T13:30:00,h
FC Ingolstadt 04,SG Dynamo Dresden,1,1,2014-03-02T13:30:00,d
FC St. Pauli,1. FC Union Berlin,2,1,2014-03-03T20:15:00,h
1. FC Kaiserslautern,SV Sandhausen,2,1,2014-03-07T18:30:00,h
1. FC Köln,Energie Cottbus,2,1,2014-03-07T18:30:00,h
TSV 1860 München,VfR Aalen,4,0,2014-03-07T18:30:00,h
1. FC Union Berlin,FC Ingolstadt 04,1,1,2014-03-08T13:00:00,d
Arminia Bielefeld,FC Erzgebirge Aue,1,0,2014-03-08T13:00:00,h
FSV Frankfurt,FC St. Pauli,1,0,2014-03-09T13:30:00,h
SG Dynamo Dresden,Fortuna Düsseldorf,1,1,2014-03-09T13:30:00,d
Karlsruher SC,SC Paderborn 07,4,0,2014-03-09T13:30:00,h
VfL Bochum,SpVgg Greuther Fürth,0,2,2014-03-10T20:15:00,a
VfR Aalen,VfL Bochum,0,2,2014-03-14T18:30:00,a
SC Paderborn 07,SG Dynamo Dresden,2,1,2014-03-14T18:30:00,h
FC Ingolstadt 04,FSV Frankfurt,0,1,2014-03-14T18:30:00,a
Energie Cottbus,Karlsruher SC,1,0,2014-03-15T13:00:00,h
FC Erzgebirge Aue,TSV 1860 München,2,2,2014-03-15T13:00:00,d
Fortuna Düsseldorf,FC St. Pauli,0,2,2014-03-16T13:30:00,a
SpVgg Greuther Fürth,1. FC Union Berlin,1,1,2014-03-16T13:30:00,a
SV Sandhausen,Arminia Bielefeld,1,0,2014-03-16T13:30:00,h
1. FC Kaiserslautern,1. FC Köln,0,0,2014-03-17T20:15:00,d
1. FC Union Berlin,SC Paderborn 07,1,1,2014-03-21T18:30:00,d
VfL Bochum,SV Sandhausen,0,1,2014-03-21T18:30:00,a
SG Dynamo Dresden,SpVgg Greuther Fürth,1,1,2014-03-21T18:30:00,d
FSV Frankfurt,Fortuna Düsseldorf,0,0,2014-03-22T13:00:00,d
1. FC Köln,VfR Aalen,0,0,2014-03-22T13:00:00,d
FC St. Pauli,FC Ingolstadt 04,0,0,2014-03-22T13:00:00,d
TSV 1860 München,1. FC Kaiserslautern,0,1,2014-03-23T13:30:00,a
Karlsruher SC,FC Erzgebirge Aue,1,1,2014-03-23T13:30:00,h
Arminia Bielefeld,Energie Cottbus,1,3,2014-03-23T13:30:00,a
SpVgg Greuther Fürth,Fortuna Düsseldorf,4,1,2014-03-25T17:30:00,h
VfR Aalen,SG Dynamo Dresden,1,1,2014-03-25T17:30:00,d
SV Sandhausen,1. FC Union Berlin,2,1,2014-03-25T17:30:00,h
SC Paderborn 07,FC St. Pauli,3,0,2014-03-25T17:30:00,h
FC Ingolstadt 04,VfL Bochum,3,0,2014-03-25T17:30:00,h
1. FC Kaiserslautern,Arminia Bielefeld,1,1,2014-03-26T17:30:00,d
1. FC Köln,Karlsruher SC,2,0,2014-03-26T17:30:00,h
Energie Cottbus,TSV 1860 München,1,2,2014-03-26T17:30:00,a
FC Erzgebirge Aue,FSV Frankfurt,2,1,2014-03-26T17:30:00,h
Fortuna Düsseldorf,FC Ingolstadt 04,0,0,2014-03-28T18:30:00,d
FC St. Pauli,SpVgg Greuther Fürth,2,2,2014-03-28T18:30:00,d
SG Dynamo Dresden,SV Sandhausen,0,0,2014-03-28T18:30:00,d
VfL Bochum,FC Erzgebirge Aue,1,0,2014-03-29T13:00:00,h
Karlsruher SC,1. FC Kaiserslautern,2,2,2014-03-29T13:00:00,d
FSV Frankfurt,SC Paderborn 07,1,3,2014-03-30T13:30:00,a
TSV 1860 München,1. FC Köln,0,1,2014-03-30T13:30:00,a
Arminia Bielefeld,VfR Aalen,0,0,2014-03-30T13:30:00,d
1. FC Union Berlin,Energie Cottbus,2,0,2014-03-31T20:15:00,h
Energie Cottbus,SG Dynamo Dresden,0,0,2014-04-04T18:30:00,d
VfR Aalen,FSV Frankfurt,2,1,2014-04-04T18:30:00,h
SC Paderborn 07,Fortuna Düsseldorf,1,2,2014-04-04T18:30:00,a
1. FC Köln,Arminia Bielefeld,2,0,2014-04-05T13:00:00,h
SV Sandhausen,FC St. Pauli,2,3,2014-04-05T13:00:00,a
1. FC Kaiserslautern,VfL Bochum,1,1,2014-04-06T13:30:00,d
TSV 1860 München,Karlsruher SC,0,3,2014-04-06T13:30:00,a
FC Erzgebirge Aue,1. FC Union Berlin,3,2,2014-04-06T13:30:00,d
FC Ingolstadt 04,SpVgg Greuther Fürth,0,0,2014-04-07T20:15:00,d
1. FC Union Berlin,1. FC Köln,1,2,2014-04-11T18:30:00,a
FC St. Pauli,1. FC Kaiserslautern,2,3,2014-04-11T18:30:00,a
FC Ingolstadt 04,SC Paderborn 07,1,2,2014-04-11T18:30:00,a
SpVgg Greuther Fürth,FC Erzgebirge Aue,2,1,2014-04-12T13:00:00,h
Arminia Bielefeld,Karlsruher SC,0,0,2014-04-12T13:00:00,d
Fortuna Düsseldorf,VfR Aalen,3,1,2014-04-13T13:30:00,h
FSV Frankfurt,SV Sandhausen,0,3,2014-04-13T13:30:00,a
VfL Bochum,Energie Cottbus,2,1,2014-04-13T13:30:00,h
SG Dynamo Dresden,TSV 1860 München,4,2,2014-04-14T20:15:00,h
Energie Cottbus,FC St. Pauli,1,1,2014-04-17T18:30:00,d
SV Sandhausen,Fortuna Düsseldorf,0,3,2014-04-17T18:30:00,a
FC Erzgebirge Aue,SG Dynamo Dresden,2,0,2014-04-17T18:30:00,h
TSV 1860 München,Arminia Bielefeld,2,1,2014-04-19T13:00:00,h
Karlsruher SC,1. FC Union Berlin,3,2,2014-04-19T13:00:00,h
1. FC Kaiserslautern,FSV Frankfurt,3,2,2014-04-20T13:30:00,h
VfR Aalen,FC Ingolstadt 04,0,0,2014-04-20T13:30:00,d
SC Paderborn 07,SpVgg Greuther Fürth,2,2,2014-04-20T13:30:00,h
1. FC Köln,VfL Bochum,3,1,2014-04-21T20:15:00,h
SpVgg Greuther Fürth,TSV 1860 München,1,2,2014-04-25T18:30:00,a
FC Ingolstadt 04,1. FC Köln,1,1,2014-04-25T18:30:00,d
VfL Bochum,Arminia Bielefeld,1,4,2014-04-25T18:30:00,a
Fortuna Düsseldorf,FC Erzgebirge Aue,4,0,2014-04-26T13:00:00,h
FSV Frankfurt,Energie Cottbus,3,1,2014-04-26T13:00:00,h
FC St. Pauli,VfR Aalen,0,3,2014-04-27T13:30:00,a
SC Paderborn 07,SV Sandhausen,2,0,2014-04-27T13:30:00,d
SG Dynamo Dresden,Karlsruher SC,2,2,2014-04-27T13:30:00,d
1. FC Union Berlin,1. FC Kaiserslautern,1,1,2014-04-28T20:15:00,d
1. FC Kaiserslautern,SG Dynamo Dresden,4,0,2014-05-04T15:30:00,h
1. FC Köln,FC St. Pauli,4,0,2014-05-04T15:30:00,h
TSV 1860 München,VfL Bochum,2,0,2014-05-04T15:30:00,h
Energie Cottbus,SpVgg Greuther Fürth,0,6,2014-05-04T15:30:00,a
VfR Aalen,1. FC Union Berlin,3,0,2014-05-04T15:30:00,h
SV Sandhausen,FC Ingolstadt 04,0,2,2014-05-04T15:30:00,a
FC Erzgebirge Aue,SC Paderborn 07,0,2,2014-05-04T15:30:00,a
Karlsruher SC,Fortuna Düsseldorf,2,2,2014-05-04T15:30:00,d
Arminia Bielefeld,FSV Frankfurt,0,0,2014-05-04T15:30:00,d
Fortuna Düsseldorf,1. FC Kaiserslautern,4,2,2014-05-11T15:30:00,d
SpVgg Greuther Fürth,SV Sandhausen,2,0,2014-05-11T15:30:00,h
FSV Frankfurt,1. FC Köln,2,0,2014-05-11T15:30:00,h
1. FC Union Berlin,TSV 1860 München,1,1,2014-05-11T15:30:00,a
FC St. Pauli,FC Erzgebirge Aue,2,2,2014-05-11T15:30:00,d
SC Paderborn 07,VfR Aalen,2,1,2014-05-11T15:30:00,h
FC Ingolstadt 04,Energie Cottbus,2,0,2014-05-11T15:30:00,h
VfL Bochum,Karlsruher SC,1,0,2014-05-11T15:30:00,h
SG Dynamo Dresden,Arminia Bielefeld,2,3,2014-05-11T15:30:00,a
Fortuna Düsseldorf,Eintracht Braunschweig,2,2,2014-08-01T20:30:00,h
RB Leipzig,VfR Aalen,0,0,2014-08-02T13:00:00,d
FC St. Pauli,FC Ingolstadt 04,1,1,2014-08-02T15:30:00,d
VfL Bochum,SpVgg Greuther Fürth,1,1,2014-08-02T15:30:00,d
1. FC Heidenheim 1846,FSV Frankfurt,2,1,2014-08-03T13:30:00,h
1. FC Nürnberg,Erzgebirge Aue,1,0,2014-08-03T15:30:00,h
Karlsruher SC,1. FC Union Berlin,0,0,2014-08-03T15:30:00,d
SV Darmstadt 98,SV Sandhausen,1,0,2014-08-03T15:30:00,h
1. FC Kaiserslautern,TSV 1860 München,3,2,2014-08-04T20:15:00,h
VfR Aalen,FC St. Pauli,2,0,2014-08-08T18:30:00,h
FSV Frankfurt,Karlsruher SC,2,3,2014-08-08T18:30:00,a
1. FC Union Berlin,Fortuna Düsseldorf,1,1,2014-08-08T20:30:00,d
Eintracht Braunschweig,1. FC Heidenheim 1846,3,0,2014-08-09T15:30:00,h
Erzgebirge Aue,VfL Bochum,1,5,2014-08-09T15:30:00,a
FC Ingolstadt 04,SV Darmstadt 98,2,2,2014-08-10T13:30:00,d
TSV 1860 München,RB Leipzig,0,3,2014-08-10T15:30:00,a
SV Sandhausen,1. FC Kaiserslautern,1,1,2014-08-10T15:30:00,d
SpVgg Greuther Fürth,1. FC Nürnberg,5,1,2014-08-11T20:15:00,h
FC St. Pauli,SV Sandhausen,2,1,2014-08-22T18:30:00,h
1. FC Heidenheim 1846,TSV 1860 München,2,2,2014-08-22T18:30:00,d
RB Leipzig,Erzgebirge Aue,1,0,2014-08-22T18:30:00,h
1. FC Nürnberg,FSV Frankfurt,0,1,2014-08-23T13:00:00,a
Fortuna Düsseldorf,Karlsruher SC,0,2,2014-08-23T13:00:00,a
1. FC Kaiserslautern,Eintracht Braunschweig,2,1,2014-08-24T13:30:00,h
FC Ingolstadt 04,SpVgg Greuther Fürth,2,0,2014-08-24T13:30:00,h
SV Darmstadt 98,VfR Aalen,2,0,2014-08-24T13:30:00,h
VfL Bochum,1. FC Union Berlin,1,1,2014-08-25T20:15:00,d
1. FC Union Berlin,1. FC Nürnberg,0,4,2014-08-29T18:30:00,a
VfR Aalen,1. FC Kaiserslautern,2,2,2014-08-29T18:30:00,d
FSV Frankfurt,RB Leipzig,0,0,2014-08-29T18:30:00,d
Karlsruher SC,1. FC Heidenheim 1846,1,1,2014-08-30T13:00:00,d
Erzgebirge Aue,Fortuna Düsseldorf,0,3,2014-08-30T13:00:00,a
Eintracht Braunschweig,VfL Bochum,1,2,2014-08-31T13:30:00,a
TSV 1860 München,SV Darmstadt 98,1,1,2014-08-31T13:30:00,d
SV Sandhausen,FC Ingolstadt 04,0,3,2014-08-31T13:30:00,a
SpVgg Greuther Fürth,FC St. Pauli,3,0,2014-09-01T20:15:00,h
1. FC Kaiserslautern,FSV Frankfurt,1,0,2014-09-12T18:30:00,h
FC Ingolstadt 04,VfR Aalen,4,1,2014-09-12T18:30:00,h
VfL Bochum,Karlsruher SC,1,1,2014-09-12T18:30:00,d
RB Leipzig,Eintracht Braunschweig,3,1,2014-09-13T13:00:00,h
SV Darmstadt 98,Erzgebirge Aue,2,0,2014-09-13T13:00:00,h
FC St. Pauli,TSV 1860 München,1,2,2014-09-14T13:30:00,a
SV Sandhausen,SpVgg Greuther Fürth,1,0,2014-09-14T13:30:00,h
1. FC Heidenheim 1846,1. FC Union Berlin,3,1,2014-09-14T13:30:00,h
1. FC Nürnberg,Fortuna Düsseldorf,0,2,2014-09-15T20:15:00,a
Eintracht Braunschweig,SV Darmstadt 98,2,0,2014-09-19T18:30:00,h
VfR Aalen,SV Sandhausen,0,1,2014-09-19T18:30:00,a
Erzgebirge Aue,FC St. Pauli,3,0,2014-09-19T18:30:00,h
SpVgg Greuther Fürth,1. FC Kaiserslautern,2,1,2014-09-20T13:00:00,h
TSV 1860 München,FC Ingolstadt 04,1,1,2014-09-20T13:00:00,d
FSV Frankfurt,VfL Bochum,1,5,2014-09-20T13:00:00,a
Karlsruher SC,1. FC Nürnberg,3,0,2014-09-21T13:30:00,h
Fortuna Düsseldorf,1. FC Heidenheim 1846,3,2,2014-09-21T13:30:00,h
1. FC Union Berlin,RB Leipzig,2,1,2014-09-21T13:30:00,h
SpVgg Greuther Fürth,VfR Aalen,1,1,2014-09-23T17:30:00,d
FC St. Pauli,Eintracht Braunschweig,1,0,2014-09-23T17:30:00,h
FC Ingolstadt 04,Erzgebirge Aue,1,1,2014-09-23T17:30:00,d
SV Sandhausen,TSV 1860 München,1,0,2014-09-23T17:30:00,h
1. FC Kaiserslautern,1. FC Union Berlin,1,0,2014-09-24T17:30:00,h
1. FC Heidenheim 1846,1. FC Nürnberg,3,0,2014-09-24T17:30:00,h
RB Leipzig,Karlsruher SC,3,1,2014-09-24T17:30:00,h
SV Darmstadt 98,FSV Frankfurt,4,0,2014-09-24T17:30:00,h
VfL Bochum,Fortuna Düsseldorf,1,1,2014-09-25T20:15:00,d
Eintracht Braunschweig,SV Sandhausen,2,1,2014-09-26T18:30:00,h
TSV 1860 München,SpVgg Greuther Fürth,2,0,2014-09-26T18:30:00,h
Erzgebirge Aue,VfR Aalen,1,0,2014-09-26T18:30:00,h
Karlsruher SC,FC Ingolstadt 04,0,1,2014-09-27T13:00:00,a
1. FC Union Berlin,SV Darmstadt 98,1,1,2014-09-27T13:00:00,d
Fortuna Düsseldorf,RB Leipzig,2,2,2014-09-28T13:30:00,d
FSV Frankfurt,FC St. Pauli,3,3,2014-09-28T13:30:00,d
1. FC Heidenheim 1846,VfL Bochum,5,0,2014-09-28T13:30:00,h
1. FC Nürnberg,1. FC Kaiserslautern,3,2,2014-09-29T20:15:00,h
SpVgg Greuther Fürth,Erzgebirge Aue,2,0,2014-10-03T18:30:00,h
VfR Aalen,TSV 1860 München,2,0,2014-10-03T18:30:00,h
VfL Bochum,1. FC Nürnberg,1,1,2014-10-03T18:30:00,d
1. FC Kaiserslautern,Karlsruher SC,2,0,2014-10-04T13:00:00,h
FC St. Pauli,1. FC Union Berlin,3,0,2014-10-04T13:00:00,h
FC Ingolstadt 04,Eintracht Braunschweig,1,0,2014-10-05T13:30:00,d
SV Sandhausen,FSV Frankfurt,0,3,2014-10-05T13:30:00,d
SV Darmstadt 98,Fortuna Düsseldorf,1,4,2014-10-05T13:30:00,a
RB Leipzig,1. FC Heidenheim 1846,1,1,2014-10-06T20:15:00,d
VfL Bochum,SV Darmstadt 98,1,1,2014-10-17T18:30:00,d
1. FC Heidenheim 1846,1. FC Kaiserslautern,1,1,2014-10-17T18:30:00,d
1. FC Nürnberg,RB Leipzig,1,0,2014-10-17T20:30:00,h
Eintracht Braunschweig,SpVgg Greuther Fürth,2,2,2014-10-18T13:00:00,d
1. FC Union Berlin,SV Sandhausen,3,1,2014-10-18T13:00:00,h
Karlsruher SC,VfR Aalen,0,0,2014-10-19T13:30:00,d
FSV Frankfurt,FC Ingolstadt 04,0,1,2014-10-19T13:30:00,a
Erzgebirge Aue,TSV 1860 München,4,1,2014-10-19T13:30:00,h
Fortuna Düsseldorf,FC St. Pauli,1,0,2014-10-20T20:15:00,h
SpVgg Greuther Fürth,FSV Frankfurt,2,5,2014-10-24T18:30:00,a
VfR Aalen,1. FC Union Berlin,1,2,2014-10-24T18:30:00,a
RB Leipzig,VfL Bochum,2,0,2014-10-24T18:30:00,h
1. FC Kaiserslautern,Fortuna Düsseldorf,1,1,2014-10-25T13:00:00,d
FC St. Pauli,Karlsruher SC,0,4,2014-10-25T13:00:00,a
TSV 1860 München,Eintracht Braunschweig,1,2,2014-10-26T13:30:00,a
FC Ingolstadt 04,1. FC Heidenheim 1846,1,0,2014-10-26T13:30:00,h
SV Sandhausen,Erzgebirge Aue,1,1,2014-10-26T13:30:00,d
SV Darmstadt 98,1. FC Nürnberg,3,0,2014-10-27T20:15:00,h
Karlsruher SC,SV Sandhausen,1,1,2014-10-31T18:30:00,d
Fortuna Düsseldorf,FC Ingolstadt 04,0,0,2014-10-31T18:30:00,d
1. FC Union Berlin,SpVgg Greuther Fürth,0,1,2014-10-31T18:30:00,a
1. FC Nürnberg,FC St. Pauli,2,2,2014-11-01T13:00:00,d
1. FC Heidenheim 1846,SV Darmstadt 98,1,1,2014-11-01T13:00:00,d
Eintracht Braunschweig,VfR Aalen,2,1,2014-11-02T13:30:00,h
FSV Frankfurt,Erzgebirge Aue,1,1,2014-11-02T13:30:00,d
VfL Bochum,TSV 1860 München,0,3,2014-11-02T13:30:00,a
RB Leipzig,1. FC Kaiserslautern,0,0,2014-11-03T20:15:00,d
1. FC Kaiserslautern,VfL Bochum,2,2,2014-11-07T18:30:00,d
VfR Aalen,FSV Frankfurt,0,1,2014-11-07T18:30:00,a
SV Sandhausen,1. FC Nürnberg,2,1,2014-11-07T18:30:00,h
FC St. Pauli,1. FC Heidenheim 1846,0,3,2014-11-08T13:00:00,a
SV Darmstadt 98,RB Leipzig,1,0,2014-11-08T13:00:00,h
SpVgg Greuther Fürth,Karlsruher SC,0,3,2014-11-09T13:30:00,a
FC Ingolstadt 04,1. FC Union Berlin,3,3,2014-11-09T13:30:00,d
Erzgebirge Aue,Eintracht Braunschweig,1,2,2014-11-09T13:30:00,a
TSV 1860 München,Fortuna Düsseldorf,0,1,2014-11-10T20:15:00,a
1. FC Heidenheim 1846,SV Sandhausen,3,0,2014-11-21T18:30:00,h
VfL Bochum,VfR Aalen,4,0,2014-11-21T18:30:00,h
1. FC Kaiserslautern,SV Darmstadt 98,0,0,2014-11-21T20:30:00,d
1. FC Union Berlin,TSV 1860 München,1,4,2014-11-22T13:00:00,a
FSV Frankfurt,Eintracht Braunschweig,0,3,2014-11-22T13:00:00,a
1. FC Nürnberg,FC Ingolstadt 04,2,1,2014-11-23T13:30:00,h
Karlsruher SC,Erzgebirge Aue,1,0,2014-11-23T13:30:00,h
RB Leipzig,FC St. Pauli,4,1,2014-11-23T13:30:00,h
Fortuna Düsseldorf,SpVgg Greuther Fürth,3,3,2014-11-24T20:15:00,d
SpVgg Greuther Fürth,1. FC Heidenheim 1846,0,0,2014-11-28T18:30:00,d
Erzgebirge Aue,1. FC Union Berlin,1,2,2014-11-28T18:30:00,a
SV Darmstadt 98,Karlsruher SC,0,0,2014-11-28T18:30:00,d
FC Ingolstadt 04,VfL Bochum,3,0,2014-11-29T13:00:00,h
VfR Aalen,Fortuna Düsseldorf,2,0,2014-11-29T13:00:00,h
TSV 1860 München,FSV Frankfurt,0,2,2014-11-30T13:30:00,a
FC St. Pauli,1. FC Kaiserslautern,1,3,2014-11-30T13:30:00,a
SV Sandhausen,RB Leipzig,0,0,2014-11-30T13:30:00,d
